Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
22,"Breust, Luke",30y 192d,230 (153-1-76 66.74%),425 (1.85),←,
24,"Cousins, James",23y 64d,31 (11-0-20 35.48%),12 (0.39),←,
8,"Frost, Sam",27y 267d,117 (43-0-74 36.75%),8 (0.07),26 (7-0-19 26.92%),
30,"Greaves, Damon",21y 27d,5 (1-0-4 20.00%),,←,
13,"Hanrahan, Oliver",22y 268d,24 (11-0-13 45.83%),16 (0.67),←,
15,"Hardwick, Blake",24y 106d,92 (43-1-48 47.28%),6 (0.07),←,
28,"Hartigan, Kyle",29y 196d,123 (67-0-56 54.47%),1 (0.01),10 (2-0-8 20.00%),
17,"Howe, Daniel",25y 169d,75 (40-1-34 54.00%),16 (0.21),←,
4,"Impey, Jarman",25y 317d,131 (66-0-65 50.38%),55 (0.42),56 (26-0-30 46.43%),21 (0.38)
29,"Jiath, Changkuoth",21y 343d,17 (4-0-13 23.53%),,←,
34,"Koschitzke, Jacob",20y 315d,9 (2-0-7 22.22%),12 (1.33),←,
2,"Lewis, Mitch",22y 220d,29 (9-0-20 31.03%),35 (1.21),←,
7,"McEvoy, Ben",31y 315d,232 (126-3-103 54.96%),92 (0.40),141 (75-1-65 53.55%),65 (0.46)
3,"Mitchell, Tom",27y 356d,138 (74-1-63 53.99%),64 (0.46),73 (32-1-40 44.52%),26 (0.36)
36,"Moore, Dylan",21y 291d,20 (5-0-15 25.00%),15 (0.75),←,
35,"Morris, Josh",19y 196d,6 (0-0-6 0.00%),1 (0.17),←,
1,"Morrison, Harry",22y 191d,52 (22-0-30 42.31%),11 (0.21),←,
10,"OMeara, Jaeger",27y 88d,112 (51-0-61 45.54%),57 (0.51),68 (33-0-35 48.53%),30 (0.44)
21,"Phillips, Tom",25y 15d,99 (53-2-44 54.55%),47 (0.47),10 (2-0-8 20.00%),3 (0.30)
37,"Reeves, Ned",22y 203d,1 (0-0-1 0.00%),,←,
14,"Scrimshaw, Jack",22y 260d,36 (11-0-25 30.56%),2 (0.06),32 (11-0-21 34.38%),2 (0.06)
20,"Wingard, Chad",27y 297d,185 (90-1-94 48.92%),266 (1.44),38 (14-0-24 36.84%),34 (0.89)
5,"Worpel, James",22y 118d,58 (25-0-33 43.10%),18 (0.31),←,
Totals,Totals,24y 241d,1822 (907-10-905 49.78%),1159 (0.64),,
C,"Clarkson, Alastair",53y 25d,378 (223-2-153 59.26%),,←,
