Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
19,"Beveridge, Luke",24y 285d,65 (38-0-27 58.46%),65 (1.00),23 (14-0-9 60.87%),24 (1.04)
18,"Cameron, Leon",22y 275d,95 (49-1-45 52.11%),42 (0.44),←,
26,"Cox, Simon",18y 130d,2 (0-0-2 0.00%),2 (1.00),←,
14,"Darcy, Luke",19y 327d,4 (1-0-3 25.00%),,←,
3,"Grant, Chris",22y 173d,110 (59-1-50 54.09%),241 (2.19),←,
29,"Griffin, Daryl",19y 132d,2 (0-0-2 0.00%),,←,
6,"Johnson, Brad",18y 321d,19 (9-0-10 47.37%),13 (0.68),←,
2,"Kolyniuk, Steven",24y 334d,100 (50-1-49 50.50%),117 (1.17),←,
35,"Kretiuk, Steven",22y 335d,46 (28-0-18 60.87%),9 (0.20),←,
36,"Lane, Tyson",18y 283d,7 (4-0-3 57.14%),7 (1.00),←,
39,"Liberatore, Tony",29y 113d,138 (76-1-61 55.43%),70 (0.51),←,
27,"Macpherson, Stephen",30y 184d,184 (91-3-90 50.27%),152 (0.83),←,
44,"Osborne, Richard",30y 353d,231 (96-0-135 41.56%),507 (2.19),28 (15-0-13 53.57%),57 (2.04)
21,"Phillipou, Sam",20y 259d,3 (0-0-3 0.00%),3 (1.00),←,
11,"Romero, Jose",23y 307d,99 (53-0-46 53.54%),103 (1.04),10 (4-0-6 40.00%),5 (0.50)
5,"Smith, Rohan",22y 4d,40 (23-0-17 57.50%),23 (0.57),←,
8,"Southern, Daniel",20y 154d,31 (14-0-17 45.16%),7 (0.23),←,
17,"Standfield, Barry",25y 111d,84 (46-0-38 54.76%),33 (0.39),←,
24,"Wallis, Stephen",30y 220d,238 (126-2-110 53.36%),57 (0.24),←,
7,"West, Scott",20y 202d,50 (26-0-24 52.00%),32 (0.64),←,
15,"Wynd, Scott",25y 130d,113 (57-1-55 50.88%),23 (0.20),←,
Totals,Totals,23y 168d,1661 (846-10-805 50.93%),1506 (0.91),,
C,"Joyce, Alan",52y 226d,125 (83-0-42 66.40%),,32 (16-0-16 50.00%),
