Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",4,,8.0,12,1.0,,,,,,,,1.0,1.0,,,,,,,,,
50,"Ballantyne, Jon",4,2.0,,4,2.0,1.0,,,,,,,1.0,,,,,,,,,,
35,"Baxter, Darren",14,6.0,12.0,26,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
1,"Charles, Justin",6,7.0,5.0,11,1.0,,8.0,2.0,,,,,1.0,,,,,,,,,,
20,"Coleman, Glenn",16,10.0,13.0,29,,,4.0,3.0,,,,,4.0,1.0,,,,,,,,,
37,"Croft, Matthew",5,,,5,,1.0,,,,,,,,2.0,,,,,,,,,
12,"Eppelstun, Greg",10,4.0,9.0,19,,1.0,,4.0,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",13,7.0,8.0,21,,1.0,,,,,,,1.0,1.0,,,,,,,,,
29,"Grant, Chris",7,5.0,6.0,13,2.0,,,,,,,,1.0,3.0,,,,,,,,,
7,"Hawkins, Doug",4,,7.0,11,2.0,1.0,,,,,,,,,,,,,,,,,
10,"Hunter, Mark",17,4.0,4.0,21,,,,,,,,,1.0,2.0,,,,,,,,,
4,"Kellett, Nigel",16,2.0,8.0,24,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Kennedy, Rick",6,3.0,4.0,10,,,,,,,,,2.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",11,6.0,9.0,20,1.0,2.0,,1.0,,,,,2.0,2.0,,,,,,,,,
39,"Liberatore, Tony",13,1.0,12.0,25,,,,1.0,,,,,2.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",13,7.0,13.0,26,,,,1.0,,,,,2.0,3.0,,,,,,,,,
25,"Mansfield, Matthew",18,9.0,4.0,22,,,,,,,,,,,,,,,,,,,
33,"Royal, Brian",11,1.0,5.0,16,1.0,4.0,,1.0,,,,,1.0,4.0,,,,,,,,,
17,"Standfield, Barry",6,2.0,2.0,8,,,,,,,,,1.0,,,,,,,,,,
58,"Stanley, Darren",5,,2.0,7,1.0,,,,,,,,,1.0,,,,,,,,,
Totals,Totals,199,76.0,131.0,330,11.0,12.0,12.0,14.0,,,,,25.0,24.0,,,,,,,,,
Opposition,Opposition,223,81.0,140.0,363,14.0,11.0,10.0,25.0,,,,,24.0,25.0,6.0,,,,,,,,
