North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Abraham, Winston",23y 194d,41 (20-0-21 48.78%),63 (1.54),3 (2-0-1 66.67%),8 (2.67)
14,"Anderson, Brady",22y 303d,3 (2-0-1 66.67%),,←,
11,"Archer, Glenn",25y 18d,120 (75-0-45 62.50%),83 (0.69),←,
26,"Bell, Peter",22y 41d,53 (33-0-20 62.26%),52 (0.98),51 (33-0-18 64.71%),50 (0.98)
12,"Blakey, John",31y 261d,252 (125-0-127 49.60%),78 (0.31),117 (73-0-44 62.39%),40 (0.34)
16,"Capuano, Mathew",22y 221d,38 (27-0-11 71.05%),12 (0.32),←,
18,"Carey, Wayne",26y 319d,165 (98-0-67 59.39%),415 (2.52),←,
9,"Chandler, Brett",22y 274d,54 (16-0-38 29.63%),6 (0.11),26 (15-0-11 57.69%),4 (0.15)
6,"Grant, Shannon",20y 357d,61 (34-1-26 56.56%),42 (0.69),3 (2-0-1 66.67%),4 (1.33)
29,"Harvey, Brent",19y 332d,19 (12-0-7 63.16%),15 (0.79),←,
21,"Hewitt, Evan",19y 278d,4 (2-0-2 50.00%),2 (0.50),←,
34,"King, David",26y 35d,92 (58-0-34 63.04%),26 (0.28),←,
4,"Martyn, Mick",29y 223d,204 (114-1-89 56.13%),14 (0.07),←,
5,"McCartney, Jason",24y 28d,78 (36-0-42 46.15%),48 (0.62),3 (2-0-1 66.67%),
31,"McKernan, Corey",24y 113d,94 (63-0-31 67.02%),96 (1.02),←,
20,"Mellington, Anthony",23y 258d,40 (8-0-32 20.00%),42 (1.05),16 (7-0-9 43.75%),18 (1.13)
28,"Pickett, Byron",20y 243d,4 (2-0-2 50.00%),,←,
13,"Pike, Martin",25y 148d,87 (28-0-59 32.18%),47 (0.54),27 (16-0-11 59.26%),7 (0.26)
8,"Scott, Robert",29y 41d,209 (125-1-83 60.05%),208 (1.00),77 (50-0-27 64.94%),44 (0.57)
24,"Sholl, Craig",30y 102d,179 (103-0-76 57.54%),104 (0.58),←,
10,"Stevens, Anthony",26y 283d,159 (94-0-65 59.12%),78 (0.49),←,
30,"Welsh, Scott",19y 125d,5 (3-0-2 60.00%),1 (0.20),←,
Totals,Totals,24y 158d,1961 (1078-3-880 54.97%),1432 (0.73),,
C,"Pagan, Denis",50y 199d,123 (78-0-45 63.41%),,←,
