Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",24y 191d,78 (29-0-49 37.18%),62 (0.79),←,
30,"Brown, Leigh",18y 94d,12 (4-0-8 33.33%),,←,
9,"Callaghan, Craig",24y 79d,93 (27-0-66 29.03%),68 (0.73),←,
31,"Clement, James",23y 266d,79 (24-0-55 30.38%),37 (0.47),←,
10,"Cook, Troy",23y 289d,55 (28-0-27 50.91%),15 (0.27),12 (4-0-8 33.33%),4 (0.33)
12,"Dodd, Brad",23y 65d,38 (12-0-26 31.58%),15 (0.39),←,
18,"Fewster, Brendon",26y 144d,43 (20-0-23 46.51%),33 (0.77),10 (4-0-6 40.00%),6 (0.60)
2,"Fletcher, Adrian",30y 230d,200 (85-2-113 43.00%),90 (0.45),48 (14-0-34 29.17%),17 (0.35)
35,"Gale, Mark",24y 20d,68 (22-0-46 32.35%),18 (0.26),←,
3,"Harding, Greg",23y 253d,63 (24-0-39 38.10%),2 (0.03),←,
4,"Hasleby, Paul",18y 350d,12 (4-0-8 33.33%),9 (0.75),←,
28,"Koops, Steven",21y 308d,26 (8-0-18 30.77%),21 (0.81),←,
21,"Longmuir, Troy",21y 2d,29 (9-0-20 31.03%),7 (0.24),12 (4-0-8 33.33%),4 (0.33)
8,"McManus, Shaun",24y 108d,70 (22-0-48 31.43%),40 (0.57),←,
16,"Michael, Clem",23y 316d,33 (12-0-21 36.36%),10 (0.30),←,
25,"Norrish, Jason",28y 122d,106 (40-0-66 37.74%),20 (0.19),86 (28-0-58 32.56%),18 (0.21)
23,"Parker, Shane",27y 99d,100 (34-0-66 34.00%),6 (0.06),←,
29,"Pavlich, Matthew",18y 148d,8 (2-0-6 25.00%),11 (1.38),←,
1,"Toia, Luke",22y 186d,58 (22-0-36 37.93%),32 (0.55),←,
19,"Walker, James",21y 133d,25 (6-0-19 24.00%),1 (0.04),←,
26,"Waterhouse, Clive",25y 339d,76 (26-0-50 34.21%),130 (1.71),←,
24,"Wira, Brad",28y 72d,85 (35-1-49 41.76%),14 (0.16),24 (5-0-19 20.83%),10 (0.42)
Totals,Totals,23y 306d,1357 (495-3-859 36.48%),641 (0.47),,
C,"Drum, Damian",39y 304d,34 (9-0-25 26.47%),,←,
