Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",26y 283d,193 (107-0-86 55.44%),181 (0.94),←,
12,"Cordy, Zaine",25y 311d,118 (63-0-55 53.39%),12 (0.10),←,
31,"Dale, Bailey",26y 43d,108 (59-0-49 54.63%),76 (0.70),←,
35,"Daniel, Caleb",26y 58d,153 (84-0-69 54.90%),37 (0.24),←,
10,"Darcy, Sam",19y 46d,4 (2-0-2 50.00%),3 (0.75),←,
5,"Dunkley, Josh",25y 237d,116 (65-0-51 56.03%),65 (0.56),←,
44,"English, Tim",25y 24d,85 (47-0-38 55.29%),47 (0.55),←,
43,"Gardner, Ryan",25y 94d,43 (26-0-17 60.47%),2 (0.05),←,
7,"Hunter, Lachie",27y 264d,173 (92-0-81 53.18%),73 (0.42),←,
39,"Johannisen, Jason",29y 299d,176 (90-0-86 51.14%),70 (0.40),←,
42,"Keath, Alex",30y 226d,86 (50-1-35 58.72%),5 (0.06),56 (34-0-22 60.71%),4 (0.07)
11,"Macrae, Jack",28y 31d,208 (111-0-97 53.37%),47 (0.23),←,
27,"McComb, Robbie",26y 258d,15 (8-0-7 53.33%),6 (0.40),←,
16,"McLean, Toby",26y 215d,96 (51-0-45 53.13%),62 (0.65),←,
33,"Naughton, Aaron",22y 277d,100 (56-0-44 56.00%),147 (1.47),←,
20,"Richards, Ed",23y 62d,85 (44-0-41 51.76%),24 (0.28),←,
6,"Smith, Bailey",21y 270d,84 (49-0-35 58.33%),40 (0.48),←,
37,"Smith, Roarke",25y 357d,47 (25-0-22 53.19%),14 (0.30),←,
1,"Treloar, Adam",29y 178d,212 (94-1-117 44.58%),125 (0.59),39 (24-0-15 61.54%),28 (0.72)
2,"Ugle-Hagan, Jamarra",20y 152d,22 (11-0-11 50.00%),25 (1.14),←,
23,"Vandermeer, Laitham",23y 212d,33 (18-0-15 54.55%),19 (0.58),←,
19,"Weightman, Cody",21y 231d,40 (22-0-18 55.00%),65 (1.63),←,
34,"Williams, Bailey",24y 328d,104 (56-0-48 53.85%),18 (0.17),←,
Totals,Totals,25y 130d,2301 (1230-2-1069 53.46%),1163 (0.51),,
C,"Beveridge, Luke",52y 11d,183 (104-0-79 56.83%),,←,
