Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",12,4,6,18,1,,,3.0,4.0,2.0,,,1.0,,,3.0,13.0,,1.0,2.0,,1.0,95.0
46,"Blicavs, Mark",4,5,3,7,2,1.0,12.0,3.0,1.0,,,1.0,,1.0,,2.0,5.0,1.0,2.0,2.0,,,88.0
28,"Christensen, Allen",6,3,10,16,1,,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,,11.0,6.0,,,,,,80.0
22,"Duncan, Mitch",10,7,6,16,1,,1.0,,1.0,2.0,2.0,1.0,,,,4.0,12.0,,1.0,1.0,,1.0,91.0
44,"Enright, Corey",20,11,3,23,,,,,7.0,3.0,,1.0,,,2.0,8.0,15.0,1.0,,4.0,1.0,,92.0
29,"Guthrie, Cameron",8,4,4,12,,,,5.0,5.0,1.0,1.0,2.0,2.0,1.0,,5.0,7.0,,,4.0,,,82.0
26,"Hawkins, Tom",5,3,4,9,2,1.0,1.0,1.0,,,1.0,4.0,,1.0,,6.0,4.0,,3.0,4.0,,1.0,96.0
33,"Horlin-Smith, George",7,6,11,18,,1.0,,4.0,1.0,1.0,1.0,2.0,,1.0,,7.0,11.0,,,1.0,,,75.0
19 ↓,"Hunt, Taylor",1,,2,3,,,,1.0,,1.0,,,,,,1.0,2.0,,,,,,7.0
20,"Johnson, Steve",15,5,21,36,,,,2.0,2.0,6.0,6.0,4.0,1.0,2.0,3.0,13.0,24.0,1.0,,,1.0,1.0,83.0
9,"Kelly, James",7,1,16,23,,,,8.0,,1.0,2.0,3.0,,1.0,,13.0,10.0,,,,,,76.0
13,"Lonergan, Tom",6,5,7,13,2,,,1.0,,,,3.0,1.0,1.0,,7.0,6.0,2.0,2.0,7.0,,,93.0
4,"Mackie, Andrew",12,6,5,17,,,,,5.0,1.0,,2.0,,,,4.0,13.0,,,4.0,,,90.0
32,"Motlop, Steven",18,8,10,28,1,4.0,,2.0,2.0,4.0,,2.0,1.0,,,5.0,21.0,,,2.0,6.0,,85.0
31,"Podsiadly, James",11,6,6,17,,,1.0,2.0,3.0,3.0,,3.0,,1.0,,5.0,13.0,,,4.0,,,92.0
15 ↑,"Schroder, Jordan",4,1,4,8,1,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,,6.0,2.0,,,,,,59.0
14,"Selwood, Joel",9,4,10,19,1,,,8.0,,5.0,4.0,1.0,4.0,,,11.0,9.0,1.0,1.0,1.0,,1.0,87.0
2,"Smedts, Billie",6,3,9,15,2,,,6.0,,3.0,,3.0,1.0,1.0,,3.0,12.0,,1.0,1.0,,2.0,87.0
27,"Stokes, Mathew",15,11,9,24,3,,,1.0,2.0,2.0,1.0,3.0,,2.0,,6.0,18.0,2.0,2.0,1.0,,2.0,82.0
7,"Taylor, Harry",7,7,6,13,,,,3.0,,4.0,,1.0,,,,4.0,9.0,2.0,,6.0,,,91.0
40,"Thurlow, Jackson",8,5,9,17,,1.0,,4.0,2.0,3.0,,,,,,6.0,11.0,1.0,1.0,3.0,,,82.0
12,"West, Trent",4,,4,8,,,15.0,3.0,,3.0,2.0,2.0,2.0,2.0,,5.0,3.0,,,3.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,105,165,360,17,11.0,30.0,63.0,37.0,47.0,22.0,42.0,15.0,16.0,5.0,135.0,226.0,11.0,14.0,50.0,8.0,9.0,
Opposition,Opposition,226,105,141,367,11,19.0,34.0,67.0,28.0,54.0,41.0,44.0,16.0,15.0,1.0,139.0,231.0,11.0,15.0,40.0,3.0,8.0,
