Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Beaumont, Simon",14,7,6,20,,,,3.0,4.0,3.0,1.0,1.0,,1.0,,4.0,16.0,,,1.0,2.0,,
21,"Bradley, Craig",15,3,3,18,2,1.0,,2.0,1.0,2.0,3.0,2.0,,,,6.0,13.0,,,2.0,1.0,,
16,"Camporeale, Scott",19,4,5,24,,,,5.0,7.0,5.0,2.0,4.0,,6.0,,5.0,19.0,,,3.0,2.0,,
39,"Christou, Ang",10,2,4,14,,,,1.0,3.0,1.0,,,2.0,,,3.0,9.0,,,3.0,1.0,,
48,"Doering, Jordan",4,3,2,6,1,,,,1.0,,,1.0,,,,2.0,4.0,,,,,,
25,"Fevola, Brendan",6,5,2,8,,3.0,,1.0,,1.0,,,,,,3.0,5.0,2.0,2.0,,,,
45,"Franchina, Anthony",4,2,5,9,,1.0,,1.0,2.0,,1.0,,,2.0,,4.0,5.0,,,1.0,,,
17,"Freeborn, Scott",4,4,6,10,,,,1.0,1.0,,2.0,1.0,,1.0,,5.0,5.0,,,1.0,,,
9,"Hickmott, Adrian",8,2,10,18,,,,1.0,1.0,4.0,,3.0,,,,2.0,16.0,,1.0,1.0,,,
37,"Hotton, Trent",5,2,7,12,,,1.0,1.0,,2.0,2.0,,,,,4.0,8.0,,,,,,
33,"Houlihan, Ryan",2,4,7,9,,,,,,,,1.0,,,,1.0,8.0,,,2.0,1.0,,
27,"Hulme, Darren",11,8,18,29,,1.0,,2.0,2.0,6.0,3.0,,,,,8.0,21.0,,,2.0,,,
43,"Koutoufides, Anthony",11,6,8,19,,,3.0,3.0,,,3.0,2.0,,1.0,,6.0,13.0,1.0,,,,,
12,"Lappin, Matthew",16,4,9,25,1,2.0,,,2.0,6.0,2.0,2.0,,,,8.0,19.0,,,,3.0,,
10,"Mansfield, Michael",5,2,8,13,,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,7.0,6.0,,,1.0,,,
22,"Manton, Glenn",6,5,3,9,,,,,1.0,,,,3.0,,,3.0,5.0,1.0,,,,,
3,"Massie, Kris",,,,,,,,,,,,1.0,,,,,,,,,,,
5,"McKay, Andrew",7,3,10,17,,1.0,,1.0,2.0,3.0,1.0,3.0,2.0,,,9.0,8.0,1.0,,5.0,,,
11,"Porter, Mark",5,4,8,13,,,17.0,4.0,,3.0,1.0,1.0,1.0,1.0,,10.0,3.0,3.0,,1.0,1.0,,
7,"Ratten, Brett",9,,8,17,,,,4.0,1.0,6.0,5.0,1.0,,1.0,,9.0,8.0,,,7.0,,,
1,"Silvagni, Stephen",14,9,2,16,,1.0,1.0,2.0,2.0,,,5.0,2.0,1.0,,5.0,10.0,2.0,1.0,1.0,,,
8,"Whitnall, Lance",9,7,3,12,4,1.0,1.0,,,2.0,2.0,,1.0,,,5.0,7.0,2.0,2.0,4.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,86,134,318,8,13.0,23.0,34.0,31.0,45.0,29.0,30.0,13.0,15.0,,109.0,208.0,12.0,6.0,35.0,11.0,,
Opposition,Opposition,205,105,116,321,13,10.0,34.0,40.0,32.0,47.0,29.0,21.0,15.0,13.0,6.0,115.0,204.0,17.0,15.0,30.0,9.0,,
