Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",20y 16d,22 (2-0-20 9.09%),6 (0.27),←,
18,"Cameron, Jeremy",20y 20d,20 (2-0-18 10.00%),35 (1.75),←,
3,"Coniglio, Stephen",19y 127d,16 (2-0-14 12.50%),3 (0.19),←,
1,"Davis, Phil",22y 234d,44 (13-0-31 29.55%),6 (0.14),26 (2-0-24 7.69%),5 (0.19)
48,"Frost, Sam",19y 236d,4 (1-0-3 25.00%),1 (0.25),←,
26,"Giles, Jonathan",25y 103d,24 (2-0-22 8.33%),23 (0.96),←,
38,"Gilham, Stephen",28y 231d,103 (63-1-39 61.65%),4 (0.04),4 (0-0-4 0.00%),
4,"Greene, Toby",19y 208d,23 (2-0-21 8.70%),10 (0.43),←,
19,"Haynes, Nick",20y 338d,9 (0-0-9 0.00%),1 (0.11),←,
40,"Kennedy, Adam",20y 283d,19 (2-0-17 10.53%),,←,
25,"Miles, Anthony",21y 52d,8 (1-0-7 12.50%),,←,
39,"Mohr, Tim",24y 184d,17 (1-0-16 5.88%),1 (0.06),←,
37,"OhAilpin, Setanta",30y 34d,82 (33-1-48 40.85%),74 (0.90),2 (0-0-2 0.00%),7 (3.50)
7,"Palmer, Rhys",24y 67d,70 (22-0-48 31.43%),34 (0.49),17 (1-0-16 5.88%),11 (0.65)
23,"Reid, Sam",23y 165d,17 (6-0-11 35.29%),1 (0.06),7 (0-0-7 0.00%),
9,"Scully, Tom",21y 341d,54 (15-1-38 28.70%),11 (0.20),23 (2-0-21 8.70%),5 (0.22)
5,"Shiel, Dylan",20y 43d,16 (1-0-15 6.25%),8 (0.50),←,
28,"Sumner, Liam",19y 248d,6 (1-0-5 16.67%),5 (0.83),←,
31,"Townsend, Jacob",19y 305d,12 (2-0-10 16.67%),2 (0.17),←,
17,"Treloar, Adam",20y 43d,22 (2-0-20 9.09%),17 (0.77),←,
8,"Ward, Callan",23y 11d,84 (34-0-50 40.48%),42 (0.50),24 (2-0-22 8.33%),9 (0.38)
6,"Whitfield, Lachie",18y 277d,4 (0-0-4 0.00%),1 (0.25),←,
Totals,Totals,21y 361d,676 (207-3-466 30.62%),285 (0.42),,
C,"Sheedy, Kevin",65y 118d,660 (388-6-266 59.24%),,26 (2-0-24 7.69%),
