Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
22,"Breust, Luke",27y 245d,177 (129-1-47 73.16%),340 (1.92),←,
5,"Burton, Ryan",21y 164d,39 (19-1-19 50.00%),5 (0.13),←,
18,"Ceglar, Jonathon",27y 150d,56 (42-0-14 75.00%),33 (0.59),←,
8,"Duryea, Taylor",27y 81d,117 (82-1-34 70.51%),21 (0.18),←,
12,"Frawley, James",29y 297d,200 (73-1-126 36.75%),24 (0.12),61 (39-0-22 63.93%),6 (0.10)
19,"Gunston, Jack",26y 271d,164 (111-1-52 67.99%),321 (1.96),150 (106-1-43 71.00%),301 (2.01)
15,"Hardwick, Blake",21y 159d,36 (20-1-15 56.94%),2 (0.06),←,
31,"Henderson, Ricky",29y 306d,123 (61-1-61 50.00%),62 (0.50),33 (15-1-17 46.97%),19 (0.58)
17,"Howe, Daniel",22y 222d,47 (32-1-14 69.15%),10 (0.21),←,
4,"Impey, Jarman",23y 5d,91 (49-0-42 53.85%),42 (0.46),16 (9-0-7 56.25%),8 (0.50)
42,"Miles, Teia",21y 254d,6 (2-0-4 33.33%),3 (0.50),←,
3,"Mitchell, Tom",25y 44d,103 (61-1-41 59.71%),56 (0.54),38 (19-1-18 51.32%),18 (0.47)
35,"Morrison, Harry",19y 244d,15 (8-0-7 53.33%),3 (0.20),←,
23,"OBrien, Tim",24y 108d,46 (30-1-15 66.30%),37 (0.80),←,
10,"OMeara, Jaeger",24y 141d,65 (28-0-37 43.08%),42 (0.65),21 (10-0-11 47.62%),15 (0.71)
28,"Puopolo, Paul",30y 224d,160 (117-0-43 73.13%),162 (1.01),←,
2,"Roughead, Jarryd",31y 172d,269 (169-2-98 63.20%),554 (2.06),←,
26,"Shiels, Liam",27y 76d,178 (124-1-53 69.94%),63 (0.35),←,
6,"Sicily, James",23y 189d,58 (35-1-22 61.21%),53 (0.91),←,
16,"Smith, Isaac",29y 196d,173 (125-1-47 72.54%),145 (0.84),←,
24,"Stratton, Ben",29y 135d,162 (111-1-50 68.83%),1 (0.01),←,
11,"Whitecross, Brendan",28y 170d,108 (68-1-39 63.43%),44 (0.41),←,
Totals,Totals,26y 9d,2393 (1496-17-880 62.52%),2023 (0.85),,
C,"Clarkson, Alastair",50y 78d,321 (199-2-120 62.31%),,←,
