Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",7,5,5,12,,,,3.0,,2.0,1.0,,,,,4.0,9.0,1.0,,,1.0,,44.0
12,"Akermanis, Jason",20,13,2,22,,,,2.0,3.0,1.0,,,,,,2.0,20.0,1.0,,5.0,1.0,,100.0
20,"Black, Simon",12,1,8,20,,,,4.0,1.0,3.0,7.0,3.0,,1.0,3.0,12.0,9.0,,,,,1.0,86.0
36,"Bradshaw, Daniel",13,10,1,14,6,4.0,,1.0,,2.0,,,1.0,,1.0,6.0,8.0,3.0,7.0,2.0,,2.0,100.0
17,"Brennan, Jared",16,11,4,20,,,1.0,2.0,1.0,8.0,1.0,2.0,,1.0,,3.0,16.0,1.0,,1.0,6.0,,90.0
16,"Brown, Jonathan",13,6,5,18,7,,,,,1.0,2.0,,2.0,,2.0,12.0,6.0,2.0,5.0,2.0,,1.0,100.0
19,"Charman, Jamie",5,1,3,8,,,25.0,3.0,,3.0,3.0,3.0,,3.0,,5.0,3.0,1.0,,5.0,,1.0,62.0
18,"Corrie, Anthony",9,4,11,20,1,2.0,,4.0,1.0,2.0,2.0,2.0,,1.0,,6.0,13.0,,2.0,,2.0,2.0,61.0
4,"Fixter, Ben",6,2,2,8,,,,2.0,,2.0,3.0,1.0,2.0,,,4.0,4.0,,,,,,29.0
43,"McDonald, Beau",2,,4,6,,1.0,12.0,1.0,,,4.0,,,,,6.0,,,,2.0,,,38.0
9,"McGrath, Ashley",7,1,3,10,3,,,3.0,,2.0,1.0,,1.0,,,6.0,5.0,,1.0,,1.0,3.0,89.0
15,"Michael, Mal",7,5,6,13,,,1.0,,1.0,,,,1.0,,,5.0,8.0,2.0,,7.0,1.0,,100.0
10,"Moody, Matthew",14,6,6,20,,3.0,,2.0,3.0,5.0,4.0,,2.0,,,6.0,15.0,,,,2.0,1.0,95.0
8,"Notting, Tim",12,11,7,19,1,,,,3.0,1.0,,4.0,,2.0,,2.0,17.0,,1.0,2.0,,,100.0
24,"Patfull, Joel",6,3,2,8,1,2.0,,3.0,,1.0,1.0,,,,,6.0,2.0,1.0,2.0,1.0,,1.0,94.0
6,"Power, Luke",24,12,9,33,2,,,2.0,3.0,7.0,3.0,1.0,,,,4.0,29.0,,,2.0,4.0,,80.0
35,"Rischitelli, Michael",9,9,7,16,,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,13.0,,1.0,1.0,1.0,,69.0
29,"Roe, Jason",11,11,8,19,,1.0,,2.0,9.0,2.0,1.0,3.0,,,,4.0,16.0,,,11.0,3.0,,100.0
5,"Scott, Brad",14,9,11,25,,,,2.0,4.0,4.0,,4.0,,3.0,,4.0,21.0,,,2.0,2.0,,100.0
28,"Selwood, Troy",13,7,6,19,,,,5.0,2.0,1.0,2.0,3.0,1.0,3.0,,5.0,14.0,,,2.0,,,94.0
11,"Sherman, Justin",11,4,6,17,1,1.0,,1.0,1.0,3.0,,1.0,,,,6.0,10.0,,,1.0,6.0,,100.0
3,"Voss, Michael",13,6,7,20,,,,2.0,1.0,5.0,3.0,4.0,,1.0,,6.0,13.0,,,2.0,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,244,137,123,367,22,15.0,39.0,50.0,34.0,56.0,39.0,32.0,11.0,16.0,6.0,117.0,251.0,12.0,19.0,48.0,30.0,12.0,
Opposition,Opposition,174,89,101,275,10,18.0,27.0,49.0,33.0,43.0,35.0,29.0,16.0,11.0,,110.0,165.0,13.0,9.0,40.0,25.0,2.0,
