St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
2,"Brown, Tony",21y 2d,64 (37-0-27 57.81%),38 (0.59),←,
3,"Burke, Nathan",28y 113d,236 (109-2-125 46.61%),86 (0.36),←,
41,"Campbell, Brad",22y 160d,5 (5-0-0 100.00%),,←,
38,"Elliott, Tim",21y 260d,2 (1-0-1 50.00%),,←,
10,"Everitt, Peter",24y 27d,101 (52-1-48 51.98%),167 (1.65),←,
25,"Hall, Barry",21y 111d,27 (18-0-9 66.67%),20 (0.74),←,
35,"Harvey, Robert",26y 282d,189 (98-2-89 52.38%),113 (0.60),←,
6,"Healy, Daniel",24y 27d,24 (15-0-9 62.50%),15 (0.63),←,
24,"Heatley, Jason",26y 98d,32 (23-0-9 71.88%),99 (3.09),29 (20-0-9 68.97%),91 (3.14)
8,"Hudghton, Max",21y 270d,27 (18-0-9 66.67%),,←,
5,"Jones, Austinn",21y 244d,76 (40-0-36 52.63%),67 (0.88),←,
17,"Keogh, Rod",27y 66d,81 (41-0-40 50.62%),29 (0.36),59 (29-0-30 49.15%),21 (0.36)
11,"Mitchell, Gavin",25y 153d,46 (20-0-26 43.48%),34 (0.74),10 (7-0-3 70.00%),16 (1.60)
13,"Sierakowski, David",23y 152d,62 (32-1-29 52.42%),13 (0.21),←,
19,"Sziller, Steven",25y 166d,65 (37-0-28 56.92%),21 (0.32),←,
29,"Thompson, Andrew",25y 221d,31 (22-0-9 70.97%),21 (0.68),←,
21,"Thompson, Ben",24y 268d,2 (2-0-0 100.00%),,←,
32,"Traianidis, Jason",23y 204d,23 (12-0-11 52.17%),18 (0.78),←,
15,"Wakelin, Darryl",23y 292d,66 (37-0-29 56.06%),6 (0.09),←,
12,"Wakelin, Shane",23y 291d,60 (29-1-30 49.17%),17 (0.28),←,
7,"Winmar, Nicky",32y 247d,217 (101-1-115 46.77%),274 (1.26),←,
20,"Young, Matthew",25y 255d,66 (37-0-29 56.06%),16 (0.24),45 (28-0-17 62.22%),10 (0.22)
Totals,Totals,24y 211d,1502 (786-8-708 52.33%),1054 (0.70),,
C,"Alves, Stan",52y 8d,101 (49-1-51 49.01%),,←,
