Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Anderson, Greg",24,5,7,31,2,,1.0,,,,,,,,,,,,,,,,
26,"Bickley, Mark",12,6,6,18,1,,,4.0,,,,,,,,,,,,,,,
50,"Groom, Chris",,,,,,,1.0,,,,,,,1.0,,,,,,,,,
34,"Hart, Ben",2,,1,3,,,,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Hodges, Scott",2,,3,5,,,,,,,,,,,,,,,,,,,
35,"Jameson, Rod",5,2,2,7,,,,1.0,,,,,,1.0,,,,,,,,,
2,"Jarman, Andrew",8,1,4,12,,,,1.0,,,,,,3.0,,,,,,,,,
13,"Lee, Scott",10,3,1,11,,,,2.0,,,,,,,,,,,,,,,
10,"McDermott, Chris",6,1,10,16,,1.0,,1.0,,,,,1.0,,,,,,,,,,
11,"McGuinness, Tony",30,4,5,35,1,3.0,,2.0,,,,,,4.0,,,,,,,,,
6,"Modra, Tony",8,5,1,9,4,4.0,,1.0,,,,,1.0,,,,,,,,,,
15,"Pittman, David",2,3,6,8,,,7.0,2.0,,,,,,4.0,,,,,,,,,
20,"Powell, Matthew",5,,,5,,,,,,,,,3.0,2.0,,,,,,,,,
52,"Rehn, Shaun",6,6,4,10,1,,17.0,,,,,,1.0,1.0,,,,,,,,,
32,"Ricciuto, Mark",14,4,10,24,,,,2.0,,,,,2.0,6.0,,,,,,,,,
3,"Rowe, Stephen",5,,9,14,,,,1.0,,,,,2.0,,,,,,,,,,
7,"Smart, Nigel",13,6,6,19,1,1.0,2.0,,,,,,2.0,2.0,,,,,,,,,
12,"Tregenza, Simon",17,5,3,20,,,,3.0,,,,,1.0,2.0,,,,,,,,,
49,"Viska, Mark",6,3,6,12,,,,,,,,,2.0,,,,,,,,,,
33,"Weidemann, Wayne",3,1,7,10,,,,2.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,55,91,269,10,10.0,28.0,23.0,,,,,16.0,29.0,,,,,,,,,
Opposition,Opposition,209,75,108,317,15,17.0,29.0,35.0,,,,,29.0,16.0,6.0,,,,,,,,
