Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 115d,267 (161-0-106 60.30%),136 (0.51),←,
16,"Brown, Leigh",23y 144d,122 (50-1-71 41.39%),47 (0.39),59 (31-1-27 53.39%),27 (0.46)
2,"Colbert, Leigh",30y 40d,203 (116-2-85 57.64%),64 (0.32),98 (54-1-43 55.61%),14 (0.14)
24,"Firrito, Michael",21y 232d,34 (19-0-15 55.88%),7 (0.21),←,
6,"Grant, Shannon",28y 89d,230 (132-2-96 57.83%),259 (1.13),172 (100-1-71 58.43%),221 (1.28)
31,"Hale, David",21y 56d,30 (14-0-16 46.67%),15 (0.50),←,
39,"Harding, Leigh",24y 82d,63 (34-1-28 54.76%),96 (1.52),←,
4,"Harris, Daniel",23y 68d,62 (33-1-28 54.03%),22 (0.35),←,
29,"Harvey, Brent",27y 64d,187 (110-1-76 59.09%),224 (1.20),←,
21,"Jones, Corey",24y 141d,74 (36-0-38 48.65%),79 (1.07),←,
35,"Makepeace, Troy",26y 133d,120 (63-1-56 52.92%),31 (0.26),←,
20,"Petrie, Drew",22y 275d,78 (39-1-38 50.64%),65 (0.83),←,
30,"Pratt, Daniel",22y 118d,14 (8-0-6 57.14%),1 (0.07),11 (7-0-4 63.64%),
3,"Rawlings, Brady",24y 37d,104 (57-0-47 54.81%),45 (0.43),←,
26,"Rocca, Saverio",31y 239d,241 (112-3-126 47.10%),711 (2.95),85 (42-1-42 50.00%),197 (2.32)
32,"Sansbury, Eddie",21y 233d,19 (9-0-10 47.37%),5 (0.26),←,
7,"Simpson, Adam",29y 151d,218 (133-1-84 61.24%),68 (0.31),←,
9,"Sinclair, Jess",26y 325d,134 (52-1-81 39.18%),58 (0.43),84 (39-1-44 47.02%),32 (0.38)
12,"Stevens, Michael",24y 252d,56 (29-0-27 51.79%),18 (0.32),39 (21-0-18 53.85%),15 (0.38)
23,"Thompson, Nathan",27y 153d,135 (65-1-69 48.52%),233 (1.73),16 (10-0-6 62.50%),41 (2.56)
36,"Watt, Shannon",24y 233d,84 (44-1-39 52.98%),4 (0.05),←,
8,"Wells, Daniel",20y 164d,55 (30-1-24 55.45%),32 (0.58),←,
Totals,Totals,25y 135d,2530 (1346-18-1166 53.20%),2220 (0.88),,
C,"Laidley, Dani",38y 112d,60 (31-1-28 52.50%),,←,
