Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",11,9,4,15,,,7.0,,,,,,,,,,,,,,,,
8,"Bewick, Darren",16,5,8,24,,2.0,,1.0,,,,,1.0,,,,,,,,,,
23,"Cransberg, Peter",15,10,8,23,,,,,,,,,,2.0,,,,,,,,,
36,"Cummings, Scott",6,4,,6,2,2.0,,,,,,,,2.0,,,,,,,,,
7,"Daniher, Chris",14,6,6,20,1,,,1.0,,,,,,1.0,,,,,,,,,
30,"Delaney, Tony",6,1,5,11,,,,,,,,,,,,,,,,,,,
38,"Denham, Sean",14,3,10,24,,1.0,,5.0,,,,,,,,,,,,,,,
22,"Doolan, Ben",4,2,7,11,,,,,,,,,,,,,,,,,,,
31,"Fletcher, Dustin",15,5,6,21,,,,,,,,,2.0,,,,,,,,,,
28,"Flood, David",3,2,6,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Grenvold, David",6,,3,9,,,,,,,,,1.0,,,,,,,,,,
5,"Hird, James",8,4,14,22,1,,1.0,4.0,,,,,2.0,2.0,,,,,,,,,
20,"Kilpatrick, Glenn",9,4,1,10,,,,1.0,,,,,,,,,,,,,,,
10,"ODonnell, Gary",11,3,17,28,,1.0,,2.0,,,,,,1.0,,,,,,,,,
15,"Prior, Michael",12,10,13,25,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
18,"Ridley, Todd",15,4,7,22,2,,,1.0,,,,,3.0,1.0,,,,,,,,,
3,"Salmon, Paul",3,4,2,5,1,,7.0,1.0,,,,,,3.0,,,,,,,,,
19,"Somerville, Peter",5,4,4,9,,,6.0,1.0,,,,,,1.0,,,,,,,,,
12,"Symons, Michael",3,,6,9,,,,2.0,,,,,,1.0,,,,,,,,,
4,"Wanganeen, Gavin",20,5,5,25,,1.0,,2.0,,,,,1.0,,,,,,,,,,
35,"Young, Barry",8,6,9,17,,,,4.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,91,141,345,8,10.0,21.0,28.0,,,,,13.0,16.0,,,,,,,,,
Opposition,Opposition,206,71,141,347,17,13.0,31.0,31.0,,,,,16.0,13.0,6.0,,,,,,,,
