Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",26y 89d,172 (108-4-60 63.95%),204 (1.19),134 (85-3-46 64.55%),160 (1.19)
10,"Ashcroft, Marcus",31y 241d,302 (144-5-153 48.51%),145 (0.48),150 (91-3-56 61.67%),61 (0.41)
20,"Black, Simon",24y 51d,109 (77-1-31 71.10%),82 (0.75),←,
36,"Bradshaw, Daniel",24y 184d,102 (63-2-37 62.75%),210 (2.06),99 (60-2-37 61.62%),210 (2.12)
16,"Brown, Jonathan",21y 207d,63 (50-0-13 79.37%),63 (1.00),←,
1,"Caracella, Blake",26y 70d,130 (89-2-39 69.23%),153 (1.18),4 (3-1-0 87.50%),2 (0.50)
19,"Charman, Jamie",20y 312d,31 (24-1-6 79.03%),5 (0.16),←,
30,"Copeland, Robert",21y 363d,35 (31-0-4 88.57%),10 (0.29),←,
32,"Hart, Shaun",32y 7d,237 (122-3-112 52.11%),157 (0.66),135 (85-2-48 63.70%),76 (0.56)
2,"Johnson, Chris",26y 359d,185 (86-3-96 47.30%),143 (0.77),126 (79-3-44 63.89%),76 (0.60)
44,"Lappin, Nigel",26y 337d,203 (119-4-80 59.61%),139 (0.68),142 (87-3-52 62.32%),99 (0.70)
23,"Leppitsch, Justin",27y 235d,172 (101-4-67 59.88%),184 (1.07),128 (79-3-46 62.89%),126 (0.98)
11,"Lynch, Alastair",34y 339d,277 (141-2-134 51.26%),530 (1.91),125 (80-2-43 64.80%),268 (2.14)
43,"McDonald, Beau",23y 202d,71 (49-1-21 69.72%),17 (0.24),←,
4,"McRae, Craig",29y 244d,162 (102-2-58 63.58%),197 (1.22),123 (81-2-40 66.67%),141 (1.15)
15,"Michael, Mal",25y 334d,119 (67-1-51 56.72%),26 (0.22),58 (46-1-11 80.17%),3 (0.05)
13,"Pike, Martin",30y 191d,197 (114-1-82 58.12%),85 (0.43),56 (44-1-11 79.46%),26 (0.46)
6,"Power, Luke",23y 136d,93 (64-1-28 69.35%),121 (1.30),←,
5,"Scott, Brad",27y 21d,105 (63-2-40 60.95%),35 (0.33),83 (55-2-26 67.47%),29 (0.35)
22,"Scott, Chris",27y 21d,177 (107-3-67 61.30%),65 (0.37),122 (80-2-40 66.39%),42 (0.34)
34,"Shattock, Aaron",23y 22d,37 (24-1-12 66.22%),8 (0.22),←,
3,"Voss, Michael",27y 321d,207 (123-2-82 59.90%),192 (0.93),128 (85-1-42 66.80%),120 (0.94)
Totals,Totals,26y 195d,3186 (1868-45-1273 58.63%),2771 (0.87),,
C,"Matthews, Leigh",51y 84d,332 (203-6-123 62.05%),,108 (78-1-29 72.69%),
