West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Banfield, Drew",13,5,2,15,,1.0,,1.0,,,,,,,,,,,,,,,
14,"Brennan, Michael",9,3,4,13,,,,4.0,,,,,2.0,,,,,,,,,,
32,"Clape, Matt",1,1,1,2,,,,,,,,,,,,,,,,,,,
18,"Evans, Tony",8,3,6,14,3,1.0,,3.0,,,,,,3.0,,,,,,,,,
23,"Harding, Paul",11,6,7,18,1,,21.0,,,,,,2.0,,,,,,,,,,
36,"Hart, David",8,,8,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
22,"Hynes, David",3,1,4,7,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
27,"Jakovich, Glen",17,5,5,22,,,5.0,2.0,,,,,2.0,2.0,,,,,,,,,
2,"Kemp, Dean",20,5,7,27,,,,7.0,,,,,2.0,2.0,,,,,,,,,
3,"Mainwaring, Chris",14,7,6,20,,,,2.0,,,,,3.0,2.0,,,,,,,,,
30,"Matera, Peter",20,6,11,31,1,3.0,,2.0,,,,,3.0,,3.0,,,,,,,,
11,"McIntosh, Ashley",1,1,2,3,,,,3.0,,,,,,1.0,,,,,,,,,
17,"McKenna, Guy",11,8,12,23,,,,,,,,,1.0,,1.0,,,,,,,,
10,"Pyke, Don",15,4,8,23,1,1.0,,1.0,,,,,2.0,,,,,,,,,,
4,"Sumich, Peter",7,3,3,10,3,4.0,,,,,,,2.0,1.0,,,,,,,,,
39,"Waterman, Chris",11,3,3,14,1,4.0,,1.0,,,,,3.0,,,,,,,,,,
37,"West, Robert",,,,,,,,,,,,,,,,,,,,,,,
12,"White, Mitchell",8,3,4,12,,,2.0,2.0,,,,,1.0,2.0,,,,,,,,,
9,"Wilson, Peter",16,4,4,20,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
24,"Worsfold, John",16,7,11,27,3,1.0,,3.0,,,,,3.0,1.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,75,108,317,15,17.0,29.0,35.0,,,,,29.0,16.0,6.0,,,,,,,,
Opposition,Opposition,178,55,91,269,10,10.0,28.0,23.0,,,,,16.0,29.0,,,,,,,,,
