Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 88d,244 (148-0-96 60.66%),131 (0.54),←,
16,"Brown, Leigh",22y 118d,98 (36-1-61 37.24%),42 (0.43),35 (17-1-17 50.00%),22 (0.63)
2,"Colbert, Leigh",29y 13d,183 (103-2-78 56.83%),64 (0.35),78 (41-1-36 53.21%),14 (0.18)
24,"Firrito, Michael",20y 206d,12 (6-0-6 50.00%),4 (0.33),←,
6,"Grant, Shannon",27y 62d,205 (118-2-85 58.05%),225 (1.10),147 (86-1-60 58.84%),187 (1.27)
39,"Harding, Leigh",23y 55d,49 (25-1-23 52.04%),79 (1.61),←,
4,"Harris, Daniel",22y 41d,38 (19-1-18 51.32%),12 (0.32),←,
29,"Harvey, Brent",26y 37d,163 (97-1-65 59.82%),200 (1.23),←,
21,"Jones, Corey",23y 115d,49 (22-0-27 44.90%),49 (1.00),←,
34,"King, David",32y 105d,232 (141-1-90 60.99%),144 (0.62),←,
35,"Makepeace, Troy",25y 106d,96 (49-1-46 51.56%),23 (0.24),←,
19,"Motlop, Daniel",22y 96d,35 (13-1-21 38.57%),38 (1.09),←,
20,"Petrie, Drew",21y 249d,54 (25-1-28 47.22%),50 (0.93),←,
17,"Porter, Mark",27y 253d,105 (54-1-50 51.90%),20 (0.19),50 (26-1-23 53.00%),7 (0.14)
3,"Rawlings, Brady",23y 10d,83 (47-0-36 56.63%),36 (0.43),←,
26,"Rocca, Saverio",30y 213d,219 (101-3-115 46.80%),655 (2.99),63 (31-1-31 50.00%),141 (2.24)
7,"Simpson, Adam",28y 125d,193 (119-1-73 61.92%),65 (0.34),←,
9,"Sinclair, Jess",25y 299d,111 (39-1-71 35.59%),55 (0.50),61 (26-1-34 43.44%),29 (0.48)
10,"Stevens, Anthony",32y 354d,283 (169-1-113 59.89%),126 (0.45),←,
12,"Stevens, Michael",23y 226d,32 (16-0-16 50.00%),5 (0.16),15 (8-0-7 53.33%),2 (0.13)
36,"Watt, Shannon",23y 207d,60 (30-1-29 50.83%),4 (0.07),←,
8,"Wells, Daniel",19y 138d,31 (16-1-14 53.23%),17 (0.55),←,
Totals,Totals,25y 191d,2575 (1393-21-1161 54.10%),2044 (0.79),,
C,"Laidley, Dani",37y 85d,35 (17-1-17 50.00%),,←,
