Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",17,7,15,32,2,1.0,,8.0,5.0,5.0,2.0,3.0,3.0,2.0,,8.0,25.0,,2.0,1.0,,1.0,88.0
24,"Blake, Mark",3,2,5,8,,,26.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,5.0,4.0,,,,,,57.0
11,"Corey, Joel",16,5,15,31,,,1.0,9.0,,3.0,5.0,2.0,2.0,1.0,2.0,11.0,19.0,,,,1.0,,91.0
44,"Enright, Corey",9,4,9,18,,,,3.0,2.0,2.0,3.0,1.0,1.0,,,8.0,8.0,,,,,1.0,87.0
15,"Gamble, Ryan",11,5,6,17,3,,,4.0,1.0,4.0,1.0,1.0,3.0,1.0,,7.0,9.0,,4.0,,1.0,1.0,81.0
2,"Harley, Tom",11,10,11,22,,,,1.0,3.0,1.0,,1.0,,1.0,1.0,7.0,15.0,3.0,,1.0,1.0,,90.0
8,"Hunt, Josh",6,4,6,12,,,,1.0,1.0,,,2.0,,2.0,,3.0,7.0,1.0,,3.0,,,90.0
20,"Johnson, Steve",13,6,5,18,1,3.0,,2.0,1.0,5.0,1.0,1.0,2.0,1.0,,5.0,15.0,1.0,2.0,,,1.0,88.0
9,"Kelly, James",7,2,7,14,1,,,3.0,,3.0,5.0,3.0,1.0,2.0,,7.0,9.0,,,3.0,,1.0,78.0
45,"Ling, Cameron",7,4,15,22,1,,,4.0,1.0,5.0,1.0,1.0,,1.0,,3.0,19.0,,,,,2.0,84.0
13,"Lonergan, Tom",7,6,4,11,3,,,,,2.0,,,3.0,,,5.0,6.0,2.0,4.0,1.0,,2.0,78.0
4,"Mackie, Andrew",13,7,3,16,2,,,3.0,,5.0,,3.0,1.0,,,1.0,16.0,,2.0,1.0,1.0,1.0,89.0
39,"Milburn, Darren",14,10,10,24,1,,,1.0,4.0,1.0,,3.0,1.0,2.0,,5.0,19.0,,1.0,3.0,1.0,,86.0
21,"Mooney, Cameron",10,9,4,14,2,2.0,,3.0,,2.0,,,1.0,,,1.0,13.0,,3.0,2.0,,2.0,93.0
6,"Ottens, Brad",4,2,9,13,,,17.0,2.0,,2.0,1.0,3.0,,1.0,,8.0,5.0,,,1.0,,1.0,64.0
32,"Prismall, Brent",9,5,15,24,,,,1.0,1.0,,3.0,2.0,1.0,1.0,,3.0,21.0,,,,,,75.0
33,"Rooke, Max",8,7,13,21,1,,1.0,2.0,1.0,3.0,4.0,,1.0,,,7.0,14.0,2.0,1.0,3.0,,,70.0
30,"Scarlett, Matthew",9,2,6,15,,,,1.0,4.0,1.0,,,1.0,,,2.0,12.0,,,1.0,,1.0,87.0
14,"Selwood, Joel",20,6,12,32,1,1.0,,1.0,,7.0,2.0,2.0,2.0,,3.0,6.0,27.0,,1.0,2.0,1.0,1.0,84.0
27,"Stokes, Mathew",11,7,13,24,2,2.0,,2.0,,4.0,2.0,5.0,2.0,1.0,,5.0,18.0,,4.0,,,1.0,83.0
7,"Taylor, Harry",5,5,8,13,,,,,3.0,1.0,,,1.0,,,4.0,9.0,,,5.0,3.0,,82.0
5,"Varcoe, Travis",4,1,3,7,,,,4.0,1.0,1.0,1.0,1.0,2.0,,,5.0,3.0,,1.0,2.0,1.0,1.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,116,194,408,20,14.0,45.0,56.0,30.0,59.0,33.0,36.0,30.0,18.0,6.0,116.0,293.0,9.0,25.0,29.0,10.0,17.0,
Opposition,Opposition,201,117,152,353,10,11.0,15.0,65.0,34.0,40.0,31.0,69.0,18.0,30.0,,116.0,243.0,8.0,13.0,33.0,12.0,5.0,
