Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",19,8,10,29,1,1.0,,4.0,8.0,5.0,1.0,1.0,2.0,,,5.0,25.0,,1.0,1.0,1.0,,89.0
20,"Black, Simon",10,1,15,25,,,,9.0,,3.0,7.0,5.0,,1.0,,11.0,14.0,,,2.0,1.0,,88.0
36,"Bradshaw, Daniel",6,7,3,9,1,4.0,,1.0,1.0,,,,,,,5.0,4.0,3.0,5.0,3.0,,,100.0
17,"Brennan, Jared",12,3,6,18,,,2.0,2.0,7.0,,1.0,1.0,,,,7.0,9.0,,,2.0,,,100.0
30,"Copeland, Robert",8,7,5,13,,,,1.0,1.0,,2.0,2.0,1.0,2.0,,5.0,8.0,1.0,,8.0,,,100.0
4,"Fixter, Ben",4,2,3,7,,,,3.0,,1.0,,1.0,,,,,7.0,,,,,,38.0
45,"Harding, Scott",8,6,16,24,,2.0,,1.0,,2.0,5.0,2.0,,,,10.0,14.0,,2.0,1.0,,1.0,74.0
33,"Hooper, Rhan",3,,3,6,,2.0,,2.0,,3.0,1.0,2.0,1.0,,,5.0,4.0,,,2.0,,,75.0
2,"Johnson, Chris",6,3,2,8,1,,,,,4.0,,2.0,,,,1.0,7.0,,1.0,,,,61.0
27,"Keating, Clark",3,3,3,6,,,12.0,,,,,3.0,,2.0,,,7.0,,1.0,5.0,,,67.0
21,"Merrett, Daniel",6,7,10,16,,,,2.0,5.0,,,5.0,2.0,3.0,,7.0,10.0,,,5.0,,,100.0
15,"Michael, Mal",8,7,6,14,,,,1.0,6.0,,,,,,,2.0,11.0,,,4.0,,,100.0
10,"Moody, Matthew",6,3,4,10,,1.0,,3.0,,3.0,1.0,2.0,1.0,,,3.0,7.0,,,2.0,1.0,,82.0
8,"Notting, Tim",10,9,8,18,,1.0,,2.0,,5.0,,5.0,,3.0,,5.0,13.0,,,4.0,2.0,1.0,96.0
41,"Pask, Martin",1,1,3,4,,,,,,,,1.0,,1.0,,3.0,1.0,,,,,,35.0
24,"Patfull, Joel",5,3,3,8,,,,2.0,1.0,3.0,1.0,1.0,,,,2.0,5.0,,,4.0,,,88.0
6,"Power, Luke",17,6,10,27,,,,3.0,8.0,2.0,3.0,3.0,,1.0,,5.0,22.0,,,3.0,1.0,2.0,86.0
5,"Scott, Brad",5,3,4,9,,,,1.0,2.0,1.0,,2.0,,1.0,,3.0,6.0,,,4.0,2.0,1.0,74.0
11,"Sherman, Justin",14,3,7,21,4,1.0,,1.0,,5.0,2.0,4.0,,,,4.0,17.0,,,2.0,5.0,,100.0
32,"Stiller, Cheynee",14,8,11,25,,,,3.0,2.0,3.0,1.0,1.0,2.0,,,10.0,16.0,,,1.0,,1.0,100.0
3,"Voss, Michael",18,9,16,34,,1.0,1.0,5.0,3.0,3.0,3.0,5.0,,,2.0,9.0,24.0,1.0,1.0,2.0,2.0,,81.0
31,"Wood, Cameron",4,5,5,9,,,11.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,7.0,1.0,1.0,4.0,,,64.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,104,153,340,7,15.0,26.0,47.0,45.0,44.0,28.0,49.0,9.0,15.0,2.0,104.0,238.0,6.0,12.0,59.0,15.0,6.0,
Opposition,Opposition,228,125,156,384,16,12.0,32.0,45.0,38.0,63.0,31.0,34.0,15.0,9.0,4.0,113.0,268.0,10.0,18.0,40.0,18.0,11.0,
