West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",8,4,5,13,,,3.0,2.0,,,,,2.0,1.0,,,,,,,,,
6,"Banfield, Drew",9,2,9,18,1,,,1.0,,,,,1.0,,,,,,,,,,
35,"Cousins, Ben",6,2,2,8,1,,,1.0,,,,,1.0,,,,,,,,,,
19,"Gardiner, Michael",3,2,2,5,,2.0,1.0,,,,,,,1.0,,,,,,,,,
7,"Gehrig, Fraser",9,3,2,11,1,1.0,,,,,,,,,,,,,,,,,
14,"Grgic, Ilija",9,4,4,13,,,4.0,3.0,,,,,4.0,2.0,,,,,,,,,
1,"Heady, Brett",11,4,4,15,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Jakovich, Glen",16,5,3,19,,,,1.0,,,,,1.0,2.0,,,,,,,,,
2,"Kemp, Dean",9,,7,16,,,,3.0,,,,,1.0,1.0,,,,,,,,,
5,"Lovell, Andy",12,2,2,14,1,,,2.0,,,,,,,,,,,,,,,
30,"Matera, Peter",17,8,2,19,,,,1.0,,,,,2.0,2.0,,,,,,,,,
33,"Matera, Phillip",14,6,8,22,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
11,"McIntosh, Ashley",,,,,,,,1.0,,,,,,,,,,,,,,,
17,"McKenna, Guy",7,3,1,8,,,,4.0,,,,,,2.0,,,,,,,,,
42,"Morrison, Chad",6,4,3,9,,1.0,,2.0,,,,,,,,,,,,,,,
21,"Schofield, Jarrad",16,7,5,21,1,2.0,,1.0,,,,,,2.0,,,,,,,,,
16,"Symmons, Paul",13,2,2,15,1,,,5.0,,,,,2.0,1.0,,,,,,,,,
50,"Turnbull, Ryan",7,2,2,9,1,,3.0,,,,,,1.0,1.0,,,,,,,,,
39,"Waterman, Chris",5,1,7,12,,,,2.0,,,,,4.0,,,,,,,,,,
13,"Wooden, Josh",4,1,,4,1,,,1.0,,,,,,1.0,,,,,,,,,
24,"Worsfold, John",4,1,,4,,,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,63,70,255,10,8.0,11.0,35.0,,,,,24.0,19.0,,,,,,,,,
Opposition,Opposition,230,77,99,329,12,14.0,21.0,24.0,,,,,19.0,24.0,6.0,,,,,,,,
