Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",17,,7.0,24,2.0,1.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
19,"Bain, David",6,1.0,4.0,10,,,,5.0,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",20,2.0,3.0,23,1.0,3.0,,4.0,,,,,,2.0,,,,,,,,,
5,"Barker, John",2,2.0,2.0,4,,,,1.0,,,,,,,,,,,,,,,
34,"Boyd, Brad",23,7.0,14.0,37,3.0,,,3.0,,,,,2.0,,3.0,,,,,,,,
18,"Dunstan, Michael",6,2.0,4.0,10,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,
17,"Hawking, Simon",8,1.0,1.0,9,,,,1.0,,,,,3.0,1.0,,,,,,,,,
10,"Hogg, Jeff",6,5.0,3.0,9,2.0,2.0,,,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",5,1.0,,5,1.0,,,2.0,,,,,,,,,,,,,,,
26,"Johnston, David",3,2.0,6.0,9,,1.0,,,,,,,1.0,1.0,,,,,,,,,
29,"Lyon, Ross",5,4.0,9.0,14,1.0,,,1.0,,,,,,,,,,,,,,,
30,"Manson, James",5,4.0,5.0,10,,,9.0,2.0,,,,,2.0,3.0,,,,,,,,,
25,"McCarthy, John",5,2.0,2.0,7,2.0,1.0,,,,,,,,,,,,,,,,,
11,"McGregor, Anthony",8,1.0,6.0,14,2.0,1.0,,4.0,,,,,3.0,3.0,,,,,,,,,
7,"Molloy, Jarrod",5,3.0,7.0,12,,,,,,,,,1.0,2.0,,,,,,,,,
4,"Paxman, Stephen",3,,,3,,,1.0,,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",14,5.0,16.0,30,,,,2.0,,,,,2.0,2.0,,,,,,,,,
21,"Sporn, Kieran",12,9.0,7.0,19,,,,5.0,,,,,1.0,1.0,,,,,,,,,
22,"Stretch, Steven",7,4.0,6.0,13,,,,1.0,,,,,1.0,,,,,,,,,,
8,"Wynd, Jim",15,3.0,3.0,18,1.0,,,,,,,,1.0,3.0,,,,,,,,,
16,"Zanotti, Mark",10,2.0,4.0,14,,,1.0,1.0,,,,,2.0,3.0,1.0,,,,,,,,
Totals,Totals,185,60.0,109.0,294,17.0,10.0,11.0,35.0,,,,,23.0,23.0,6.0,,,,,,,,
Opposition,Opposition,188,53.0,105.0,293,14.0,15.0,24.0,25.0,,,,,23.0,23.0,,,,,,,,,
