Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
19,"Beveridge, Luke",24y 320d,69 (40-1-28 58.70%),68 (0.99),27 (16-1-10 61.11%),27 (1.00)
18,"Cameron, Leon",22y 310d,99 (51-2-46 52.53%),43 (0.43),←,
16,"Croft, Matthew",22y 133d,33 (19-1-13 59.09%),17 (0.52),←,
3,"Grant, Chris",22y 208d,114 (61-2-51 54.39%),251 (2.20),←,
1,"Grgic, Ilija",23y 126d,44 (25-1-18 57.95%),65 (1.48),←,
29,"Griffin, Daryl",19y 167d,6 (2-1-3 41.67%),,←,
10,"Hunter, Mark",29y 309d,118 (57-2-59 49.15%),9 (0.08),←,
6,"Johnson, Brad",18y 356d,23 (11-1-11 50.00%),14 (0.61),←,
4,"Kellett, Nigel",25y 203d,69 (36-1-32 52.90%),29 (0.42),←,
39,"Liberatore, Tony",29y 148d,142 (78-2-62 55.63%),71 (0.50),←,
27,"Macpherson, Stephen",30y 219d,188 (93-4-91 50.53%),152 (0.81),←,
13,"Nichol, Andrew",20y 220d,3 (2-1-0 83.33%),,←,
9,"Nicholson, Brad",21y 35d,20 (10-1-9 52.50%),1 (0.05),←,
44,"Osborne, Richard",31y 23d,235 (98-1-136 41.91%),513 (2.18),32 (17-1-14 54.69%),63 (1.97)
22,"Quill, Peter",25y 320d,35 (21-1-13 61.43%),14 (0.40),←,
11,"Romero, Jose",23y 342d,101 (54-0-47 53.47%),104 (1.03),12 (5-0-7 41.67%),6 (0.50)
5,"Smith, Rohan",22y 39d,44 (25-1-18 57.95%),23 (0.52),←,
8,"Southern, Daniel",20y 189d,35 (16-1-18 47.14%),7 (0.20),←,
17,"Standfield, Barry",25y 146d,88 (48-1-39 55.11%),37 (0.42),←,
7,"West, Scott",20y 237d,54 (28-1-25 52.78%),33 (0.61),←,
15,"Wynd, Scott",25y 165d,117 (59-2-56 51.28%),23 (0.20),←,
Totals,Totals,24y 44d,1637 (834-28-775 50.95%),1474 (0.90),,
C,"Joyce, Alan",52y 261d,129 (85-1-43 66.28%),,36 (18-1-17 51.39%),
