Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
46,"Addison, Dylan",26y 229d,92 (47-1-44 51.63%),30 (0.33),4 (2-0-2 50.00%),
18,"Cameron, Jeremy",21y 53d,45 (5-0-40 11.11%),109 (2.42),←,
3,"Coniglio, Stephen",20y 160d,39 (5-0-34 12.82%),12 (0.31),←,
35,"Corr, Aidan",20y 7d,12 (0-0-12 0.00%),1 (0.08),←,
26,"Giles, Jonathan",26y 136d,51 (5-0-46 9.80%),39 (0.76),←,
38,"Gilham, Stephen",29y 264d,114 (63-1-50 55.70%),4 (0.04),15 (0-0-15 0.00%),
2,"Hampton, Curtly",21y 75d,43 (4-0-39 9.30%),10 (0.23),←,
33,"Hoskin-Elliott, Will",20y 264d,26 (2-0-24 7.69%),19 (0.73),←,
22,"Kelly, Josh",19y 101d,7 (1-0-6 14.29%),7 (1.00),←,
40,"Kennedy, Adam",21y 316d,43 (5-0-38 11.63%),4 (0.09),←,
41,"Mumford, Shane",27y 323d,104 (71-2-31 69.23%),41 (0.39),4 (2-0-2 50.00%),2 (0.50)
7,"Palmer, Rhys",25y 100d,83 (23-0-60 27.71%),45 (0.54),30 (2-0-28 6.67%),22 (0.73)
12,"Patton, Jonathon",21y 4d,19 (3-0-16 15.79%),20 (1.05),←,
9,"Scully, Tom",23y 9d,80 (18-1-61 23.13%),25 (0.31),49 (5-0-44 10.20%),19 (0.39)
23,"Shaw, Heath",28y 178d,181 (112-2-67 62.43%),37 (0.20),8 (2-0-6 25.00%),
5,"Shiel, Dylan",21y 76d,37 (3-0-34 8.11%),17 (0.46),←,
10,"Smith, Devon",21y 4d,46 (5-0-41 10.87%),38 (0.83),←,
20,"Tomlinson, Adam",20y 287d,32 (1-0-31 3.13%),10 (0.31),←,
31,"Townsend, Jacob",20y 338d,23 (3-0-20 13.04%),3 (0.13),←,
17,"Treloar, Adam",21y 76d,46 (5-0-41 10.87%),23 (0.50),←,
8,"Ward, Callan",24y 44d,110 (37-0-73 33.64%),54 (0.49),50 (5-0-45 10.00%),21 (0.42)
6,"Whitfield, Lachie",19y 310d,23 (2-0-21 8.70%),10 (0.43),←,
Totals,Totals,22y 302d,1256 (420-7-829 33.44%),558 (0.44),,
C,"Cameron, Leon",41y 264d,9 (2-0-7 22.22%),,←,
