Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
9,"Cotchin, Trent",21y 143d,63 (26-1-36 42.06%),34 (0.54),←,
3,"Deledio, Brett",24y 132d,149 (54-4-91 37.58%),99 (0.66),←,
10,"Edwards, Shane",22y 307d,88 (26-4-58 31.82%),39 (0.44),←,
15,"Farmer, Mitch",22y 236d,30 (11-0-19 36.67%),8 (0.27),27 (11-0-16 40.74%),8 (0.30)
41,"Foley, Nathan",25y 354d,109 (36-3-70 34.40%),33 (0.30),←,
25,"Graham, Angus",24y 134d,46 (15-2-29 34.78%),17 (0.37),←,
6,"Grigg, Shaun",23y 131d,63 (26-1-36 42.06%),16 (0.25),20 (8-1-11 42.50%),6 (0.30)
14,"Houli, Bachar",23y 108d,47 (18-2-27 40.43%),14 (0.30),21 (8-1-12 40.48%),5 (0.24)
23,"Jackson, Daniel",25y 125d,103 (32-3-68 32.52%),29 (0.28),←,
28,"King, Jake",27y 155d,75 (22-4-49 32.00%),46 (0.61),←,
4,"Martin, Dustin",20y 63d,42 (14-1-27 34.52%),42 (1.00),←,
13,"Miller, Brad",28y 53d,146 (51-2-93 35.62%),105 (0.72),13 (7-0-6 53.85%),16 (1.23)
20,"Morton, Mitch",24y 212d,70 (24-3-43 36.43%),105 (1.50),58 (18-3-37 33.62%),94 (1.62)
26,"Nahas, Robin",23y 291d,54 (15-2-37 29.63%),58 (1.07),←,
42,"OReilly, Jamie",23y 122d,4 (1-0-3 25.00%),,←,
37,"Post, Jayden",21y 266d,21 (7-1-13 35.71%),5 (0.24),←,
18,"Rance, Alex",21y 323d,43 (10-1-32 24.42%),7 (0.16),←,
8,"Riewoldt, Jack",22y 301d,89 (30-3-56 35.39%),194 (2.18),←,
2,"Thursfield, Will",25y 131d,76 (24-3-49 33.55%),,←,
21,"Tuck, Shane",29y 247d,139 (50-3-86 37.05%),58 (0.42),←,
29,"Vickery, Ty",21y 89d,44 (15-2-27 36.36%),43 (0.98),←,
46,"Webberley, Jeromey",23y 47d,14 (6-0-8 42.86%),3 (0.21),←,
Totals,Totals,23y 346d,1515 (513-45-957 33.86%),955 (0.63),,
C,"Hardwick, Damien",39y 10d,43 (14-1-28 33.72%),,←,
