West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Adkins, Damien",5,2,4,9,,,,1.0,2.0,2.0,,2.0,1.0,,,2.0,7.0,,,,,,45.0
6,"Banfield, Drew",12,2,4,16,1,,,2.0,2.0,2.0,3.0,1.0,,1.0,,7.0,7.0,,,3.0,1.0,,100.0
10,"Braun, Michael",6,4,5,11,,,,2.0,,2.0,3.0,1.0,1.0,,,4.0,6.0,,,1.0,,,80.0
26,"Butler, Sam",8,3,2,10,,,,1.0,3.0,,1.0,1.0,,,,3.0,6.0,,,2.0,,,45.0
17,"Chick, Daniel",8,3,4,12,,,,2.0,,,2.0,3.0,1.0,1.0,,4.0,6.0,,,5.0,,,100.0
9,"Cousins, Ben",6,2,6,12,,1.0,,2.0,2.0,3.0,4.0,3.0,,2.0,,7.0,5.0,,1.0,2.0,,,70.0
20,"Cox, Dean",7,3,6,13,,,37.0,4.0,1.0,3.0,7.0,4.0,4.0,1.0,,9.0,4.0,,,5.0,,,73.0
32,"Embley, Andrew",13,4,10,23,,,1.0,4.0,3.0,4.0,1.0,8.0,2.0,3.0,,10.0,11.0,1.0,,1.0,1.0,,88.0
7,"Fletcher, Chad",18,5,6,24,,1.0,,6.0,4.0,3.0,5.0,4.0,1.0,1.0,,9.0,13.0,,,1.0,,,94.0
23,"Glass, Darren",1,,2,3,,,,5.0,,,,2.0,1.0,,,2.0,1.0,,,9.0,,,96.0
39,"Hunter, Adam",8,5,4,12,,1.0,2.0,4.0,1.0,1.0,2.0,3.0,,3.0,,5.0,7.0,,1.0,2.0,,,100.0
3,"Judd, Chris",13,2,6,19,2,1.0,,9.0,1.0,4.0,5.0,2.0,2.0,,,12.0,8.0,1.0,,,,,100.0
4,"Kerr, Daniel",6,2,2,8,,,,4.0,,2.0,1.0,2.0,1.0,,,3.0,7.0,,,1.0,,,86.0
21,"Lynch, Quinten",4,1,2,6,,,,4.0,,3.0,,4.0,2.0,1.0,,5.0,1.0,,,2.0,,,72.0
33,"Matera, Phillip",,,3,3,,,,2.0,,,,1.0,,,,3.0,,,,1.0,,,100.0
2,"McDougall, Andrew",3,2,,3,,2.0,,1.0,,1.0,,,,,,1.0,2.0,,1.0,,,,62.0
5,"Morrison, Chad",12,4,5,17,,1.0,,,1.0,,2.0,1.0,,,,5.0,9.0,1.0,,1.0,1.0,,92.0
28,"Sampi, Ashley",6,3,1,7,1,1.0,,1.0,,3.0,2.0,,,,,4.0,3.0,,1.0,1.0,,,87.0
14,"Seaby, Mark",2,1,2,4,,,15.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,3.0,1.0,,,2.0,,,37.0
41,"Staker, Brent",4,4,4,8,,,,2.0,,3.0,,2.0,,2.0,,4.0,4.0,1.0,,4.0,,2.0,77.0
44,"Wirrpanda, David",16,2,6,22,,,,4.0,10.0,,1.0,6.0,1.0,1.0,,11.0,10.0,,,3.0,1.0,,100.0
13,"Wooden, Josh",10,6,2,12,,,,5.0,3.0,2.0,2.0,3.0,,,,3.0,9.0,,,2.0,,,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,60,86,254,4,10.0,55.0,66.0,34.0,41.0,44.0,54.0,18.0,17.0,,116.0,127.0,4.0,4.0,48.0,4.0,2.0,
Opposition,Opposition,181,69,93,274,11,9.0,35.0,55.0,36.0,48.0,35.0,37.0,17.0,17.0,,131.0,132.0,16.0,8.0,36.0,5.0,3.0,
