Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",14,8,8,22,,,,3.0,7.0,1.0,1.0,3.0,1.0,1.0,,3.0,19.0,,,4.0,3.0,,100.0
35,"Biglands, Rhett",6,5,4,10,1,1.0,7.0,2.0,,1.0,,3.0,,3.0,,3.0,7.0,1.0,2.0,4.0,,1.0,55.0
44,"Bock, Nathan",13,3,4,17,,,,1.0,4.0,1.0,1.0,1.0,,1.0,,6.0,11.0,1.0,,5.0,2.0,1.0,100.0
24,"Burton, Brett",8,7,7,15,,,,4.0,,2.0,,3.0,1.0,3.0,,7.0,9.0,,1.0,,,,72.0
11,"Doughty, Michael",5,5,9,14,,,,2.0,1.0,1.0,1.0,2.0,,1.0,,3.0,11.0,,,3.0,,,100.0
9,"Edwards, Tyson",2,,5,7,,,,1.0,2.0,,3.0,2.0,,2.0,,3.0,3.0,,,3.0,,,67.0
36,"Goodwin, Simon",20,3,10,30,,,,1.0,1.0,7.0,8.0,,1.0,,3.0,11.0,18.0,,,,1.0,1.0,78.0
34,"Hart, Ben",8,8,9,17,,,,2.0,4.0,,,3.0,,2.0,,5.0,12.0,,,4.0,,,100.0
37,"Hentschel, Trent",8,4,1,9,2,,,,,3.0,,2.0,1.0,1.0,,3.0,5.0,1.0,1.0,2.0,,1.0,75.0
13,"Hudson, Ben",4,1,6,10,,,6.0,2.0,,,3.0,,1.0,,,5.0,5.0,,,1.0,,,45.0
18,"Johncock, Graham",9,4,6,15,,,,2.0,3.0,1.0,,4.0,1.0,2.0,,7.0,9.0,,,3.0,2.0,1.0,65.0
39,"Mattner, Martin",6,3,9,15,1,,,3.0,1.0,3.0,2.0,2.0,2.0,2.0,,8.0,9.0,,,,4.0,,99.0
16,"McGregor, Ken",13,7,3,16,,,,,1.0,2.0,,2.0,3.0,1.0,,5.0,12.0,1.0,,2.0,,1.0,94.0
23,"McLeod, Andrew",13,4,9,22,,,,,3.0,3.0,3.0,4.0,,1.0,,7.0,16.0,,,1.0,1.0,,100.0
22,"Perrie, Ian",11,7,5,16,2,,,1.0,1.0,3.0,,3.0,1.0,,,7.0,9.0,1.0,2.0,3.0,,1.0,97.0
33,"Reilly, Brent",6,4,6,12,,,,2.0,1.0,2.0,1.0,,,,,3.0,8.0,,,2.0,,1.0,61.0
32,"Ricciuto, Mark",16,6,10,26,2,,,4.0,1.0,8.0,1.0,3.0,1.0,1.0,,6.0,19.0,,,,,1.0,90.0
25,"Rutten, Ben",4,2,7,11,,,,3.0,2.0,1.0,,1.0,1.0,,,5.0,6.0,,,3.0,1.0,,100.0
12,"Shirley, Robert",8,5,7,15,,1.0,,,1.0,3.0,3.0,2.0,,,,4.0,11.0,,,1.0,,,75.0
14,"Skipworth, Hayden",3,1,7,10,,1.0,,4.0,,2.0,3.0,,1.0,,,5.0,5.0,,,2.0,1.0,1.0,34.0
5,"Thompson, Scott",12,7,7,19,4,2.0,1.0,2.0,2.0,7.0,1.0,9.0,1.0,1.0,1.0,6.0,13.0,1.0,1.0,1.0,,,93.0
17,"Welsh, Scott",5,2,2,7,1,1.0,,,1.0,,,1.0,1.0,1.0,,3.0,3.0,,1.0,1.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,96,141,335,13,10.0,14.0,39.0,36.0,51.0,31.0,50.0,17.0,23.0,4.0,115.0,220.0,6.0,8.0,45.0,15.0,10.0,
Opposition,Opposition,211,107,134,345,12,9.0,33.0,45.0,45.0,46.0,24.0,45.0,23.0,17.0,2.0,111.0,239.0,10.0,8.0,50.0,15.0,5.0,
