Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Bell, Tom",16,6,9,25,1,,,1.0,2.0,5.0,,2.0,,,,3.0,22.0,,,,,,88.0
12,"Boekhorst, Blaine",9,4,8,17,1,2.0,,2.0,,,1.0,3.0,3.0,2.0,,8.0,8.0,1.0,1.0,,1.0,,74.0
7,"Buckley, Dylan",12,7,4,16,,,,,2.0,2.0,,5.0,,1.0,,2.0,14.0,,,,,,89.0
41,"Casboult, Levi",5,2,6,11,,,10.0,,1.0,1.0,2.0,4.0,1.0,3.0,,4.0,7.0,1.0,2.0,1.0,,1.0,82.0
9,"Cripps, Patrick",8,3,19,27,,1.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,,12.0,15.0,1.0,1.0,1.0,,,78.0
35,"Curnow, Ed",8,5,15,23,,,,3.0,4.0,,,2.0,1.0,2.0,,7.0,16.0,1.0,,2.0,,,90.0
15,"Docherty, Sam",8,5,6,14,,,,2.0,2.0,2.0,,3.0,,1.0,,4.0,11.0,,,2.0,1.0,,87.0
33,"Everitt, Andrejs",6,1,7,13,1,,,1.0,1.0,1.0,,,1.0,,,5.0,8.0,,,,2.0,,95.0
23,"Henderson, Lachie",7,8,7,14,,,,,2.0,1.0,,1.0,,,,5.0,9.0,3.0,1.0,,,,89.0
20,"Holman, Nick",6,2,5,11,,,,,2.0,1.0,,3.0,1.0,2.0,,2.0,10.0,,,1.0,,,75.0
40,"Jamison, Michael",2,3,6,8,,,,1.0,1.0,,,1.0,,1.0,,2.0,6.0,,,4.0,,,94.0
30 ↓,"Johnson, Blaine",1,,4,5,,1.0,,2.0,,,,2.0,,2.0,,2.0,3.0,,,,,,56.0
14,"Jones, Liam",3,1,3,6,1,,,,,2.0,,3.0,,2.0,,3.0,4.0,,,4.0,,,81.0
8,"Kreuzer, Matthew",10,1,4,14,,,19.0,4.0,2.0,5.0,8.0,4.0,3.0,,,12.0,3.0,1.0,,4.0,,,79.0
3,"Murphy, Marc",13,9,24,37,,1.0,,1.0,1.0,,4.0,3.0,1.0,1.0,,15.0,22.0,1.0,1.0,,,,82.0
17,"Rowe, Sam",3,2,3,6,,,2.0,1.0,3.0,,,1.0,,1.0,,1.0,7.0,,,5.0,,,98.0
6,"Simpson, Kade",15,5,7,22,,,,2.0,3.0,1.0,2.0,7.0,,4.0,,8.0,15.0,,,3.0,1.0,,92.0
42,"Tuohy, Zach",12,3,8,20,,,,2.0,2.0,2.0,,2.0,1.0,1.0,,5.0,14.0,,,2.0,,,90.0
22,"Tutt, Jason",4,4,10,14,,,,1.0,,,,4.0,,2.0,,3.0,12.0,,,2.0,,,86.0
34 ↑,"Walsh, Brad",2,2,4,6,,,,3.0,1.0,1.0,,2.0,,1.0,,1.0,6.0,,,,,,26.0
43,"White, Simon",7,1,10,17,,,2.0,,1.0,3.0,5.0,4.0,,2.0,,6.0,12.0,,,2.0,,,82.0
13,"Yarran, Chris",12,7,1,13,,1.0,,3.0,3.0,3.0,,1.0,2.0,,,3.0,12.0,,,,1.0,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,81,170,339,4,11.0,35.0,32.0,35.0,32.0,27.0,61.0,17.0,30.0,,113.0,236.0,9.0,6.0,33.0,6.0,1.0,
Opposition,Opposition,258,138,195,453,27,11.0,21.0,40.0,26.0,65.0,33.0,38.0,30.0,17.0,6.0,142.0,311.0,18.0,22.0,52.0,7.0,16.0,
