Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
15,"Abraham, Winston",21y 254d,21 (8-0-13 38.10%),33 (1.57),←,
7,"Allan, Ben",27y 238d,127 (73-0-54 57.48%),89 (0.70),29 (11-0-18 37.93%),17 (0.59)
44,"Bandy, Daniel",20y 204d,13 (6-0-7 46.15%),12 (0.92),←,
24,"Burton, Matthew",26y 21d,22 (9-0-13 40.91%),10 (0.45),←,
13,"Chisholm, Scott",23y 12d,25 (11-0-14 44.00%),5 (0.20),←,
19,"Dhurrkay, Gary",22y 97d,19 (8-0-11 42.11%),25 (1.32),←,
1,"Edwards, Scott",27y 291d,12 (5-0-7 41.67%),2 (0.17),←,
14,"Hunter, Kingsley",21y 13d,8 (3-0-5 37.50%),8 (1.00),←,
16,"Hynes, David",29y 70d,83 (56-1-26 68.07%),59 (0.71),10 (4-0-6 40.00%),4 (0.40)
38,"Jones, Anthony",21y 173d,21 (9-0-12 42.86%),,←,
11,"Kickett, Dale",28y 36d,76 (35-0-41 46.05%),43 (0.57),30 (12-0-18 40.00%),3 (0.10)
36,"Leach, Quenton",23y 294d,29 (11-0-18 37.93%),9 (0.31),←,
8,"McManus, Shaun",20y 121d,26 (9-0-17 34.62%),21 (0.81),←,
45,"Mitchell, Gavin",23y 164d,9 (4-0-5 44.44%),6 (0.67),←,
21,"Muir, David",24y 328d,14 (3-0-11 21.43%),1 (0.07),←,
10,"OReilly, Stephen",23y 213d,66 (31-0-35 46.97%),9 (0.14),30 (10-0-20 33.33%),4 (0.13)
3,"Rowe, Brad",26y 199d,70 (34-1-35 49.29%),78 (1.11),5 (2-0-3 40.00%),5 (1.00)
40,"Toia, Luke",18y 199d,4 (1-0-3 25.00%),3 (0.75),←,
2,"Watters, Scott",27y 136d,102 (42-2-58 42.16%),30 (0.29),19 (7-0-12 36.84%),6 (0.32)
34,"White, Jeff",19y 111d,10 (4-0-6 40.00%),6 (0.60),←,
4,"Wills, Andrew",24y 158d,81 (49-0-32 60.49%),72 (0.89),22 (9-0-13 40.91%),29 (1.32)
Totals,Totals,23y 315d,838 (411-4-423 49.05%),521 (0.62),,
C,"Neesham, Gerard",41y 181d,32 (12-0-20 37.50%),,←,
