Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",8,1,5,13,1,2.0,,3.0,1.0,3.0,3.0,4.0,1.0,1.0,,9.0,5.0,,,1.0,,1.0,76.0
19,"Blakely, Connor",10,,8,18,,1.0,6.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,,5.0,13.0,,,,,,65.0
30,"Clarke, Zac",2,1,3,5,,,17.0,6.0,1.0,2.0,,1.0,,1.0,,1.0,4.0,,,2.0,,1.0,82.0
17,"Crozier, Hayden",11,6,4,15,1,,,4.0,,2.0,,5.0,2.0,3.0,,5.0,10.0,,,,1.0,,75.0
12,"Griffin, Jonathon",5,3,5,10,1,,27.0,3.0,,4.0,2.0,1.0,2.0,1.0,,3.0,7.0,,,3.0,,1.0,83.0
32,"Hill, Stephen",12,1,4,16,1,1.0,2.0,6.0,3.0,3.0,2.0,3.0,,,,7.0,8.0,1.0,1.0,,,,47.0
15,"Hughes, Ethan",3,2,11,14,,,,3.0,5.0,,,2.0,,1.0,,3.0,12.0,,,7.0,,1.0,99.0
5,"Ibbotson, Garrick",8,4,8,16,,,,,2.0,1.0,,4.0,1.0,1.0,,4.0,11.0,,,5.0,,,97.0
26,"Langdon, Ed",3,,6,9,1,,,4.0,2.0,,1.0,3.0,1.0,1.0,,4.0,5.0,,,,,,78.0
23,"Mayne, Chris",5,3,9,14,1,1.0,,9.0,,1.0,,2.0,1.0,2.0,,5.0,10.0,,2.0,2.0,,2.0,89.0
16,"Mundy, David",16,5,13,29,1,,2.0,3.0,7.0,3.0,5.0,4.0,,,,11.0,16.0,1.0,1.0,3.0,,,94.0
13,"Mzungu, Tendai",9,3,5,14,,1.0,,6.0,2.0,,,4.0,1.0,2.0,,5.0,9.0,,2.0,1.0,,,81.0
27,"Neale, Lachie",8,3,30,38,1,,,5.0,1.0,4.0,8.0,6.0,1.0,4.0,3.0,17.0,20.0,,1.0,,,,88.0
25,"Pearce, Alex",3,4,7,10,,,,1.0,1.0,,,,2.0,,,6.0,5.0,1.0,,11.0,,,73.0
46,"Pearce, Clancee",8,5,18,26,,,,1.0,,,4.0,,,,,10.0,16.0,,,1.0,,,65.0
6,"Pearce, Danyle",11,1,5,16,,1.0,,2.0,3.0,3.0,2.0,1.0,1.0,,,3.0,14.0,,,,,,72.0
34,"Spurr, Lee",10,6,10,20,,,,2.0,3.0,1.0,1.0,3.0,,2.0,,7.0,13.0,2.0,,,,,97.0
8,"Suban, Nick",7,,3,10,,,,5.0,2.0,2.0,1.0,3.0,1.0,2.0,,7.0,3.0,,,1.0,,,73.0
33,"Sutcliffe, Cam",12,4,4,16,,,,3.0,3.0,2.0,,5.0,,2.0,,3.0,12.0,,,2.0,,,92.0
20,"Taberner, Matthew",8,7,5,13,,,,2.0,,3.0,,2.0,1.0,1.0,,7.0,6.0,3.0,1.0,,,,97.0
10,"Walters, Michael",16,5,10,26,2,,,7.0,1.0,3.0,5.0,3.0,2.0,,,8.0,18.0,1.0,1.0,,,,82.0
14,"Weller, Lachie",6,3,8,14,1,,,4.0,1.0,3.0,,,1.0,,,6.0,9.0,,,,,1.0,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,67,181,362,11,9.0,54.0,81.0,40.0,41.0,38.0,59.0,19.0,26.0,3.0,136.0,226.0,9.0,9.0,39.0,1.0,7.0,
Opposition,Opposition,203,79,174,377,17,14.0,47.0,88.0,28.0,60.0,39.0,46.0,26.0,19.0,3.0,140.0,234.0,15.0,18.0,44.0,,9.0,
