Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",21y 181d,70 (13-0-57 18.57%),8 (0.11),←,
33,"Bailey, Zac",18y 260d,9 (1-0-8 11.11%),3 (0.33),←,
9,"Beams, Dayne",28y 118d,158 (83-2-73 53.16%),160 (1.01),48 (7-0-41 14.58%),42 (0.88)
13,"Berry, Jarrod",20y 125d,27 (4-0-23 14.81%),13 (0.48),←,
3,"Christensen, Allen",27y 22d,110 (55-0-55 50.00%),89 (0.81),45 (6-0-39 13.33%),33 (0.73)
26,"Cutler, Tom",23y 110d,55 (12-0-43 21.82%),25 (0.45),←,
27,"Gardiner, Darcy",22y 261d,74 (17-0-57 22.97%),4 (0.05),←,
30,"Hipwood, Eric",20y 270d,42 (8-0-34 19.05%),57 (1.36),←,
2,"Hodge, Luke",33y 360d,316 (181-2-133 57.59%),193 (0.61),11 (1-0-10 9.09%),
1,"Keays, Ben",21y 107d,28 (4-0-24 14.29%),11 (0.39),←,
35,"Lester, Ryan",25y 288d,109 (30-0-79 27.52%),45 (0.41),←,
12,"Martin, Stefan",31y 205d,148 (33-1-114 22.64%),40 (0.27),91 (19-0-72 20.88%),17 (0.19)
32,"Mayes, Sam",24y 21d,100 (27-0-73 27.00%),26 (0.26),←,
6,"McCluggage, Hugh",20y 99d,30 (5-0-25 16.67%),12 (0.40),←,
46,"McInerney, Oscar",23y 335d,7 (1-0-6 14.29%),6 (0.86),←,
25,"McStay, Daniel",22y 351d,70 (14-0-56 20.00%),40 (0.57),←,
16,"Rayner, Cam",18y 232d,12 (1-0-11 8.33%),8 (0.67),←,
10,"Rich, Daniel",28y 3d,173 (53-1-119 30.92%),102 (0.59),←,
18,"Robertson, Nick",23y 7d,58 (8-0-50 13.79%),8 (0.14),←,
28,"Taylor, Lewis",23y 113d,97 (19-0-78 19.59%),72 (0.74),←,
29,"Witherden, Alex",19y 273d,21 (3-0-18 14.29%),2 (0.10),←,
15,"Zorko, Dayne",29y 121d,134 (38-0-96 28.36%),153 (1.14),←,
Totals,Totals,24y 10d,1848 (610-6-1232 33.01%),1077 (0.58),,
C,"Fagan, Chris",56y 352d,34 (6-0-28 17.65%),,←,
