Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",21y 333d,66 (17-0-49 25.76%),81 (1.23),←,
36,"Broughton, Greg",27y 336d,105 (45-0-60 42.86%),19 (0.18),37 (16-0-21 43.24%),4 (0.11)
27,"Cameron, Clay",20y 96d,9 (2-0-7 22.22%),1 (0.11),←,
12,"Day, Sam",21y 359d,64 (20-0-44 31.25%),43 (0.67),←,
5,"Harbrow, Jarrod",26y 44d,148 (64-1-83 43.58%),44 (0.30),78 (24-0-54 30.77%),23 (0.29)
28,"Kolodjashnij, Kade",19y 22d,18 (7-0-11 38.89%),5 (0.28),←,
40,"Lemmens, Sean",19y 302d,18 (9-0-9 50.00%),3 (0.17),←,
38,"Leslie, Jack",19y 126d,2 (0-0-2 0.00%),,←,
37,"Lonergan, Jesse",19y 290d,13 (4-0-9 30.77%),2 (0.15),←,
19,"Lynch, Tom",21y 304d,60 (18-0-42 30.00%),81 (1.35),←,
4,"Martin, Jack",19y 214d,11 (4-0-7 36.36%),10 (0.91),←,
32,"Matera, Brandon",22y 173d,55 (17-0-38 30.91%),60 (1.09),←,
1,"OMeara, Jaeger",20y 189d,44 (18-0-26 40.91%),27 (0.61),←,
10,"Prestia, Dion",21y 323d,73 (20-0-53 27.40%),22 (0.30),←,
35,"Rischitelli, Michael",28y 235d,178 (67-3-108 38.48%),77 (0.43),67 (18-0-49 26.87%),30 (0.45)
6,"Sexton, Alex",20y 271d,24 (7-0-17 29.17%),10 (0.42),←,
26,"Shaw, Matt",22y 207d,72 (20-0-52 27.78%),27 (0.38),←,
25,"Stanley, Danny",26y 194d,80 (24-0-56 30.00%),38 (0.47),75 (23-0-52 30.67%),38 (0.51)
24,"Swallow, David",21y 285d,73 (21-0-52 28.77%),37 (0.51),←,
48,"Tape, Seb",22y 25d,33 (4-0-29 12.12%),1 (0.03),←,
16,"Thompson, Rory",23y 172d,53 (17-0-36 32.08%),7 (0.13),←,
14,"Warnock, Matthew",30y 150d,87 (19-1-67 22.41%),1 (0.01),32 (8-0-24 25.00%),
Totals,Totals,22y 245d,1286 (424-5-857 32.97%),596 (0.46),,
C,"McKenna, Guy",45y 112d,88 (24-0-64 27.27%),,←,
