Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
30,"Brand, Kaiden",24y 112d,34 (20-1-13 60.29%),,←,
22,"Breust, Luke",27y 260d,179 (131-1-47 73.46%),349 (1.95),←,
9,"Burgoyne, Shaun",35y 281d,352 (238-2-112 67.90%),282 (0.80),195 (141-2-52 72.82%),111 (0.57)
5,"Burton, Ryan",21y 179d,41 (21-1-19 52.44%),5 (0.12),←,
18,"Ceglar, Jonathon",27y 165d,58 (44-0-14 75.86%),33 (0.57),←,
12,"Frawley, James",29y 312d,202 (75-1-126 37.38%),24 (0.12),63 (41-0-22 65.08%),6 (0.10)
19,"Gunston, Jack",26y 286d,166 (113-1-52 68.37%),325 (1.96),152 (108-1-43 71.38%),305 (2.01)
15,"Hardwick, Blake",21y 174d,38 (22-1-15 59.21%),3 (0.08),←,
31,"Henderson, Ricky",29y 321d,125 (63-1-61 50.80%),63 (0.50),35 (17-1-17 50.00%),20 (0.57)
4,"Impey, Jarman",23y 20d,93 (51-0-42 54.84%),42 (0.45),18 (11-0-7 61.11%),8 (0.44)
42,"Miles, Teia",21y 269d,8 (4-0-4 50.00%),5 (0.63),←,
3,"Mitchell, Tom",25y 59d,105 (63-1-41 60.48%),60 (0.57),40 (21-1-18 53.75%),22 (0.55)
10,"OMeara, Jaeger",24y 156d,66 (29-0-37 43.94%),43 (0.65),22 (11-0-11 50.00%),16 (0.73)
13,"ORourke, Jonathan",24y 99d,21 (10-0-11 47.62%),4 (0.19),12 (9-0-3 75.00%),4 (0.33)
28,"Puopolo, Paul",30y 239d,162 (119-0-43 73.46%),167 (1.03),←,
2,"Roughead, Jarryd",31y 187d,271 (171-2-98 63.47%),556 (2.05),←,
25,"Schoenmakers, Ryan",27y 263d,116 (74-1-41 64.22%),47 (0.41),←,
26,"Shiels, Liam",27y 91d,180 (126-1-53 70.28%),64 (0.36),←,
16,"Smith, Isaac",29y 211d,175 (127-1-47 72.86%),145 (0.83),←,
24,"Stratton, Ben",29y 150d,164 (113-1-50 69.21%),1 (0.01),←,
11,"Whitecross, Brendan",28y 185d,110 (70-1-39 64.09%),44 (0.40),←,
38,"Worpel, James",19y 186d,5 (4-0-1 80.00%),1 (0.20),←,
Totals,Totals,26y 258d,2671 (1688-17-966 63.20%),2263 (0.85),,
C,"Clarkson, Alastair",50y 93d,323 (201-2-120 62.54%),,←,
