St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Beveridge, Luke",26y 239d,91 (52-1-38 57.69%),87 (0.96),18 (9-0-9 50.00%),17 (0.94)
2,"Brown, Tony",19y 326d,36 (15-0-21 41.67%),19 (0.53),←,
3,"Burke, Nathan",27y 72d,206 (87-2-117 42.72%),74 (0.36),←,
30,"Coghlan, Glen",22y 264d,24 (9-0-15 37.50%),7 (0.29),←,
42,"Cook, Brett",24y,29 (2-0-27 6.90%),7 (0.24),4 (1-0-3 25.00%),
18,"Cripps, Jason",20y 187d,15 (7-0-8 46.67%),4 (0.27),←,
34,"Daniels, Jayson",26y 59d,157 (48-1-108 30.89%),29 (0.18),99 (35-1-63 35.86%),25 (0.25)
10,"Everitt, Peter",22y 351d,72 (30-1-41 42.36%),111 (1.54),←,
21,"Gray, Troy",24y 52d,55 (14-1-40 26.36%),26 (0.47),4 (1-0-3 25.00%),2 (0.50)
25,"Hall, Barry",20y 70d,8 (3-0-5 37.50%),5 (0.63),←,
35,"Harvey, Robert",25y 241d,158 (75-2-81 48.10%),92 (0.58),←,
24,"Heatley, Jason",25y 57d,5 (4-0-1 80.00%),15 (3.00),2 (1-0-1 50.00%),7 (3.50)
5,"Jones, Austinn",20y 203d,45 (17-0-28 37.78%),37 (0.82),←,
23,"Loewe, Stewart",28y 331d,217 (92-1-124 42.63%),427 (1.97),←,
1,"Peckett, Justin",24y 196d,75 (28-1-46 38.00%),2 (0.03),←,
31,"Shanahan, Jamie",29y 134d,104 (48-1-55 46.63%),,←,
4,"Smith, Joel",19y 351d,44 (19-0-25 43.18%),32 (0.73),←,
29,"Thompson, Andrew",24y 180d,2 (0-0-2 0.00%),,←,
32,"Traianidis, Jason",22y 163d,15 (6-0-9 40.00%),11 (0.73),←,
7,"Winmar, Nicky",31y 206d,189 (81-1-107 43.12%),246 (1.30),←,
20,"Young, Matthew",24y 214d,44 (20-0-24 45.45%),12 (0.27),23 (11-0-12 47.83%),6 (0.26)
Totals,Totals,24y 133d,1591 (657-12-922 41.29%),1243 (0.78),,
C,"Alves, Stan",50y 332d,70 (26-1-43 37.86%),,←,
