Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Bastinac, Ryan",24y 341d,131 (68-0-63 51.91%),69 (0.53),10 (1-0-9 10.00%),3 (0.30)
7,"Bell, Tom",24y 350d,61 (19-1-41 31.97%),48 (0.79),10 (1-0-9 10.00%),12 (1.20)
3,"Christensen, Allen",25y 9d,97 (54-0-43 55.67%),82 (0.85),32 (5-0-27 15.63%),26 (0.81)
26,"Cutler, Tom",21y 98d,24 (6-0-18 25.00%),5 (0.21),←,
34,"Freeman, Jonathan",22y 31d,13 (3-0-10 23.08%),15 (1.15),←,
11,"Hanley, Pearce",27y 195d,117 (36-0-81 30.77%),51 (0.44),←,
2,"Harwood, Ryan",24y 295d,69 (24-0-45 34.78%),6 (0.09),←,
1,"Keays, Ben",19y 95d,5 (0-0-5 0.00%),2 (0.40),←,
35,"Lester, Ryan",23y 276d,71 (24-0-47 33.80%),29 (0.41),←,
12,"Martin, Stefan",29y 193d,104 (25-1-78 24.52%),35 (0.34),47 (11-0-36 23.40%),12 (0.26)
36,"Mathieson, Rhys",19y 139d,2 (0-0-2 0.00%),,←,
32,"Mayes, Sam",22y 8d,62 (20-0-42 32.26%),25 (0.40),←,
25,"McStay, Daniel",20y 339d,36 (8-0-28 22.22%),28 (0.78),←,
21,"Merrett, Daniel",31y 168d,189 (77-3-109 41.53%),69 (0.37),←,
39,"Paine, Jackson",22y 342d,14 (5-0-9 35.71%),11 (0.79),8 (1-0-7 12.50%),3 (0.38)
10,"Rich, Daniel",25y 356d,131 (45-1-85 34.73%),82 (0.63),←,
18,"Robertson, Nick",20y 360d,22 (3-0-19 13.64%),5 (0.23),←,
5,"Robinson, Mitch",26y 356d,130 (56-1-73 43.46%),68 (0.52),30 (5-0-25 16.67%),10 (0.33)
23,"Schache, Josh",18y 281d,9 (1-0-8 11.11%),7 (0.78),←,
28,"Taylor, Lewis",21y 101d,53 (12-0-41 22.64%),40 (0.75),←,
13,"West, Trent",28y 224d,68 (45-0-23 66.18%),28 (0.41),14 (3-0-11 21.43%),5 (0.36)
15,"Zorko, Dayne",27y 109d,90 (30-0-60 33.33%),93 (1.03),←,
Totals,Totals,24y 29d,1498 (561-7-930 37.45%),798 (0.53),,
C,"Leppitsch, Justin",40y 240d,54 (12-0-42 22.22%),,←,
