Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bedendo, Dominic",6,1,3,9,,,,4.0,,2.0,,5.0,,1.0,,4.0,6.0,,,1.0,,,56.0
4,"Bontempelli, Marcus",10,,9,19,1,1.0,,9.0,2.0,6.0,8.0,2.0,3.0,,,12.0,6.0,,,3.0,,,84.0
31,"Dale, Bailey",12,,4,16,,,,4.0,6.0,,,1.0,,1.0,,1.0,6.0,,,3.0,,,78.0
5,"Dunkley, Josh",8,2,9,17,,,,5.0,1.0,,10.0,3.0,3.0,1.0,,13.0,7.0,,,2.0,,,85.0
44,"English, Tim",8,6,5,13,1,1.0,27.0,4.0,1.0,3.0,2.0,2.0,,1.0,,4.0,9.0,1.0,2.0,1.0,,,80.0
38,"Garcia, Riley",7,,10,17,,,,1.0,,3.0,2.0,5.0,,1.0,,12.0,5.0,,,,,1.0,74.0
43,"Gardner, Ryan",8,6,4,12,,,,1.0,3.0,,,1.0,,,,1.0,11.0,,,10.0,,,100.0
29,"Hannan, Mitch",10,2,3,13,,,,1.0,5.0,1.0,1.0,3.0,2.0,,,5.0,8.0,,,4.0,,1.0,85.0
7,"Hunter, Lachie",8,4,10,18,,,,6.0,1.0,3.0,,2.0,,,,4.0,15.0,,,4.0,2.0,,94.0
39,"Johannisen, Jason",6,3,2,8,1,1.0,,3.0,,2.0,,2.0,1.0,,,2.0,6.0,,1.0,,,,79.0
42,"Keath, Alex",3,2,5,8,,,,4.0,,,,,,,,2.0,6.0,,,6.0,,,85.0
21,"Liberatore, Tom",11,,12,23,,,,5.0,1.0,6.0,9.0,1.0,,1.0,,12.0,11.0,,,2.0,,1.0,84.0
11,"Macrae, Jack",10,3,16,26,,,,4.0,1.0,5.0,3.0,,,,,9.0,17.0,,,2.0,,,73.0
27 ↑,"McComb, Robbie",6,2,3,9,,,,,,1.0,,3.0,,2.0,,2.0,7.0,,,,,,49.0
33,"Naughton, Aaron",12,5,4,16,2,2.0,,,,4.0,1.0,4.0,2.0,1.0,,6.0,8.0,2.0,2.0,,,2.0,88.0
20,"Richards, Ed",12,3,9,21,,,,1.0,7.0,,1.0,1.0,2.0,1.0,,5.0,13.0,1.0,,4.0,1.0,,88.0
13,"Schache, Josh",10,7,2,12,1,1.0,5.0,3.0,1.0,2.0,,,1.0,,,3.0,10.0,2.0,2.0,,,,82.0
28 ↓,"Scott, Anthony",3,2,3,6,,,,,,1.0,,1.0,2.0,,,,7.0,,,,,,35.0
1,"Treloar, Adam",13,5,19,32,,1.0,,2.0,10.0,1.0,1.0,4.0,1.0,,,9.0,21.0,1.0,,1.0,,,83.0
2,"Ugle-Hagan, Jamarra",7,5,3,10,1,1.0,,,,3.0,,1.0,,,,3.0,6.0,2.0,2.0,,,,76.0
19,"Weightman, Cody",7,2,3,10,2,3.0,,1.0,,1.0,1.0,1.0,2.0,1.0,,8.0,3.0,,1.0,3.0,,,79.0
14,"West, Rhylee",2,,9,11,,1.0,,8.0,,1.0,1.0,1.0,,1.0,,8.0,5.0,,,4.0,,1.0,80.0
34,"Williams, Bailey",6,2,7,13,,,,1.0,2.0,1.0,,1.0,,1.0,,5.0,7.0,,,,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,62,154,339,9,13.0,32.0,67.0,41.0,46.0,40.0,44.0,19.0,13.0,,130.0,200.0,9.0,10.0,50.0,3.0,6.0,
Opposition,Opposition,225,99,149,374,17,18.0,42.0,89.0,35.0,58.0,41.0,49.0,13.0,19.0,6.0,146.0,225.0,17.0,13.0,45.0,6.0,11.0,
