Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
42,"Beasy, Callan",20y 124d,1 (0-0-1 0.00%),,←,
29,"Beaumont, Simon",26y 220d,124 (67-0-57 54.03%),77 (0.62),←,
21,"Bradley, Craig",38y 271d,372 (220-2-150 59.41%),244 (0.66),←,
35,"Campbell, Blake",19y 348d,7 (1-0-6 14.29%),2 (0.29),←,
16,"Camporeale, Scott",26y 344d,164 (96-0-68 58.54%),152 (0.93),←,
39,"Christou, Ang",30y 186d,145 (96-1-48 66.55%),20 (0.14),←,
13,"Davies, Justin",19y 14d,6 (0-0-6 0.00%),3 (0.50),←,
48,"Doering, Jordan",22y 310d,13 (5-0-8 38.46%),8 (0.62),←,
25,"Fevola, Brendan",21y 182d,41 (22-0-19 53.66%),66 (1.61),←,
31,"Fletcher, Simon",23y 338d,67 (36-0-31 53.73%),28 (0.42),←,
45,"Franchina, Anthony",24y 283d,86 (45-0-41 52.33%),24 (0.28),←,
9,"Hickmott, Adrian",30y 113d,163 (100-0-63 61.35%),106 (0.65),113 (68-0-45 60.18%),82 (0.73)
33,"Houlihan, Ryan",20y 181d,49 (24-0-25 48.98%),49 (1.00),←,
43,"Koutoufides, Anthony",29y 184d,192 (116-1-75 60.68%),174 (0.91),←,
12,"Lappin, Matthew",26y 154d,143 (73-1-69 51.40%),162 (1.13),88 (45-0-43 51.14%),136 (1.55)
4,"Livingston, Luke",19y 259d,11 (1-0-10 9.09%),,←,
10,"Mansfield, Michael",30y 347d,233 (130-1-102 56.01%),117 (0.50),52 (27-0-25 51.92%),17 (0.33)
5,"McKay, Andrew",32y 7d,219 (127-1-91 58.22%),28 (0.13),←,
2,"McKernan, Corey",28y 214d,198 (121-0-77 61.11%),256 (1.29),16 (2-0-14 12.50%),23 (1.44)
18,"Murphy, Justin",26y 88d,124 (58-0-66 46.77%),105 (0.85),94 (43-0-51 45.74%),87 (0.93)
32,"Thornton, Bret",18y 248d,7 (1-0-6 14.29%),,←,
34,"Wiggins, Simon",19y 313d,18 (6-0-12 33.33%),8 (0.44),←,
Totals,Totals,25y 132d,2383 (1345-7-1031 56.44%),1629 (0.68),,
C,"Brittain, Wayne",44y 38d,40 (17-0-23 42.50%),,←,
