Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,7,6,23,,,,4.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",13,5,6,19,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
41,"Bird, Peter",6,2,4,10,,,,1.0,,,,,1.0,,,,,,,,,,
14,"Bizzotto, Frank",7,4,7,14,,1.0,,2.0,,,,,2.0,,,,,,,,,,
35,"Cook, Brett",4,3,1,5,,,2.0,1.0,,,,,1.0,,,,,,,,,,
31,"Dent, Matthew",10,2,1,11,,,,2.0,,,,,1.0,2.0,,,,,,,,,
17,"Hawking, Simon",8,5,1,9,2,,,,,,,,3.0,1.0,,,,,,,,,
3,"Hawkins, Doug",3,1,4,7,,,,3.0,,,,,,,,,,,,,,,
10,"Hogg, Jeff",10,4,4,14,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",6,4,2,8,,1.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
36,"Lamb, Wayne",15,3,4,19,1,3.0,,3.0,,,,,,1.0,,,,,,,,,
30,"Manson, James",7,2,7,14,1,1.0,4.0,,,,,,5.0,2.0,,,,,,,,,
25,"McCarthy, John",12,8,10,22,,,,1.0,,,,,,,,,,,,,,,
11,"McGregor, Anthony",4,1,2,6,1,,1.0,2.0,,,,,,1.0,,,,,,,,,
42,"Mellington, Anthony",,,2,2,,,,,,,,,,1.0,,,,,,,,,
7,"Molloy, Jarrod",14,7,3,17,3,1.0,,,,,,,1.0,1.0,,,,,,,,,
34,"Morton, Danny",5,,5,10,,,,4.0,,,,,,,,,,,,,,,
4,"Paxman, Stephen",9,2,,9,,,,1.0,,,,,3.0,,,,,,,,,,
22,"Stretch, Steven",9,3,2,11,,,,2.0,,,,,,,,,,,,,,,
33,"Warfe, Rowan",6,1,4,10,,,,2.0,,,,,1.0,1.0,,,,,,,,,
16,"Zanotti, Mark",16,5,1,17,,,2.0,2.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,69,76,257,9,10.0,10.0,34.0,,,,,22.0,15.0,,,,,,,,,
Opposition,Opposition,223,95,191,414,24,17.0,19.0,18.0,,,,,15.0,22.0,6.0,,,,,,,,
