Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",22,10,5,27,,3.0,,3.0,,,,,,1.0,,,,,,,,,
7,"Ayres, Gary",10,3,7,17,,,,2.0,,,,,3.0,,,,,,,,,,
29,"Baxter, Darren",5,4,8,13,,,,3.0,,,,,,,,,,,,,,,
5,"Collins, Andrew",7,3,6,13,,,,5.0,,,,,3.0,2.0,,,,,,,,,
3,"Condon, Anthony",15,2,8,23,,,,6.0,,,,,2.0,3.0,,,,,,,,,
26,"Cooper, Paul",6,3,2,8,,,1.0,3.0,,,,,,,,,,,,,,,
9,"Crawford, Shane",12,3,6,18,1,1.0,,2.0,,,,,1.0,,,,,,,,,,
13,"Dear, Paul",3,1,3,6,,,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"Dunstall, Jason",10,7,,10,6,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Gowers, Andrew",11,7,2,13,,,1.0,,,,,,1.0,,,,,,,,,,
6,"Hall, Tony",11,8,8,19,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
17,"Hudson, Paul",8,3,6,14,2,,,,,,,,,1.0,,,,,,,,,
11,"Jarman, Darren",9,6,7,16,1,1.0,,3.0,,,,,1.0,5.0,,,,,,,,,
1,"Jencke, Ray",11,5,5,16,,,,,,,,,1.0,,,,,,,,,,
24,"Langford, Chris",5,2,2,7,,,,,,,,,,1.0,,,,,,,,,
12,"Lawrence, Stephen",3,3,5,8,,,7.0,2.0,,,,,1.0,3.0,,,,,,,,,
21,"Nugent, Glenn",17,2,5,22,1,,,2.0,,,,,3.0,,,,,,,,,,
44,"Platten, John",11,1,3,14,,,,1.0,,,,,2.0,,,,,,,,,,
18,"Pritchard, Darrin",13,6,2,15,,,,3.0,,,,,2.0,1.0,,,,,,,,,
25,"Taylor, Jason",5,3,3,8,2,,,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,82,93,287,13,13.0,10.0,38.0,,,,,23.0,21.0,,,,,,,,,
Opposition,Opposition,198,72,142,340,17,20.0,19.0,26.0,,,,,21.0,23.0,6.0,,,,,,,,
