Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",31y 90d,245 (100-2-143 41.22%),173 (0.71),←,
41,"Cook, Troy",21y 305d,28 (17-0-11 60.71%),10 (0.36),←,
8,"Cresswell, Daryn",27y 22d,128 (48-1-79 37.89%),103 (0.80),←,
28,"Crouch, Jared",20y 100d,6 (2-0-4 33.33%),,←,
6,"Dunkley, Andrew",29y 349d,129 (50-2-77 39.53%),7 (0.05),←,
10,"Filandia, Peter",28y 30d,57 (26-1-30 46.49%),44 (0.77),44 (19-1-24 44.32%),30 (0.68)
14,"Kelly, Paul",28y 320d,172 (60-3-109 35.76%),131 (0.76),←,
39,"Kinnear, Mark",18y 296d,6 (2-0-4 33.33%),1 (0.17),←,
3,"Lewis, Dale",29y 40d,138 (44-2-92 32.61%),151 (1.09),←,
4,"Lockett, Tony",32y 96d,247 (106-1-140 43.12%),1216 (4.92),64 (38-1-25 60.16%),318 (4.97)
34,"Luff, Troy",28y 203d,88 (38-2-48 44.32%),62 (0.70),←,
11,"Maxfield, Stuart",26y 65d,147 (72-2-73 49.66%),92 (0.63),58 (37-1-20 64.66%),27 (0.47)
17,"Mooney, Jason",25y 8d,87 (33-0-54 37.93%),48 (0.55),←,
23,"Nicks, Matthew",23y 31d,38 (23-0-15 60.53%),13 (0.34),←,
19,"OLoughlin, Michael",21y 113d,71 (40-1-30 57.04%),77 (1.08),←,
24,"Orchard, Mark",22y 72d,41 (21-1-19 52.44%),8 (0.20),29 (16-0-13 55.17%),4 (0.14)
1,"Roos, Paul",34y 351d,346 (153-1-192 44.36%),287 (0.83),77 (43-1-33 56.49%),17 (0.22)
22,"Saddington, Jason",18y 233d,10 (5-0-5 50.00%),4 (0.40),←,
2,"Schwass, Wayne",29y 198d,195 (107-0-88 54.87%),108 (0.55),11 (6-0-5 54.55%),11 (1.00)
7,"Seymour, Brad",22y 41d,67 (33-1-33 50.00%),3 (0.04),←,
15,"Stafford, Greg",23y 290d,72 (33-1-38 46.53%),16 (0.22),←,
20,"Stevens, John",26y 363d,31 (18-0-13 58.06%),15 (0.48),←,
Totals,Totals,25y 330d,2349 (1031-21-1297 43.89%),2569 (1.09),,
C,"Eade, Rodney",40y 70d,60 (37-1-22 62.50%),,←,
