Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Aliir, Aliir",13,3,4,17,,,23.0,1.0,1.0,8.0,8.0,5.0,1.0,4.0,,10.0,7.0,,1.0,3.0,,2.0,85.0
22,"Blakey, Nick",6,5,4,10,1,2.0,,1.0,,2.0,,1.0,2.0,1.0,,5.0,6.0,2.0,2.0,2.0,,1.0,79.0
7,"Cunningham, Harry",7,8,11,18,,,,2.0,1.0,2.0,,1.0,,1.0,,1.0,17.0,,,2.0,,,75.0
34,"Dawson, Jordan",14,6,3,17,,,,1.0,4.0,3.0,1.0,2.0,1.0,,,2.0,14.0,1.0,,2.0,,,80.0
13,"Florent, Oliver",7,3,3,10,,,,,1.0,1.0,,3.0,,3.0,,2.0,8.0,,,,,1.0,92.0
9,"Hayward, Will",10,6,5,15,,2.0,,1.0,,3.0,,2.0,,,,5.0,9.0,1.0,1.0,2.0,,,85.0
5,"Heeney, Isaac",20,10,13,33,,2.0,,3.0,1.0,6.0,2.0,6.0,,4.0,,11.0,22.0,1.0,,1.0,1.0,1.0,85.0
29,"Hewett, George",13,5,13,26,,,,1.0,2.0,1.0,7.0,3.0,,2.0,,9.0,17.0,,,2.0,,,85.0
10,"Jones, Zak",15,7,7,22,1,,,1.0,1.0,3.0,1.0,2.0,,1.0,,3.0,19.0,,,,1.0,,82.0
12,"Kennedy, Josh",11,3,24,35,,,,2.0,2.0,4.0,9.0,3.0,2.0,,2.0,20.0,16.0,,,1.0,,,85.0
44,"Lloyd, Jake",23,8,9,32,,1.0,,1.0,8.0,3.0,,2.0,,1.0,,5.0,23.0,,1.0,3.0,1.0,,89.0
30,"McCartin, Tom",10,6,4,14,1,1.0,,1.0,1.0,3.0,,6.0,2.0,1.0,,7.0,7.0,2.0,1.0,4.0,,,92.0
43,"Melican, Lewis",7,3,4,11,,,,4.0,1.0,,,3.0,,2.0,,5.0,6.0,1.0,,5.0,,,87.0
14,"Mills, Callum",10,6,4,14,,,,1.0,5.0,,,,1.0,,,3.0,8.0,1.0,,1.0,,,87.0
38,"ORiordan, Colin",7,3,7,14,,,,3.0,2.0,1.0,,3.0,1.0,1.0,,2.0,13.0,,,2.0,,,79.0
11,"Papley, Tom",12,4,2,14,1,2.0,,1.0,,4.0,3.0,6.0,3.0,2.0,,4.0,10.0,,1.0,1.0,,1.0,89.0
26,"Parker, Luke",11,7,8,19,2,,,4.0,1.0,2.0,2.0,4.0,,2.0,,8.0,9.0,2.0,2.0,2.0,,,89.0
24,"Rampe, Dane",15,8,8,23,,,,2.0,6.0,2.0,,3.0,,1.0,,5.0,14.0,,,7.0,8.0,1.0,97.0
20,"Reid, Sam",8,6,6,14,2,,,2.0,,1.0,,2.0,2.0,,,7.0,7.0,2.0,2.0,3.0,,1.0,84.0
25,"Ronke, Ben",4,3,7,11,,,,1.0,,1.0,,3.0,,,,6.0,5.0,,,,,,60.0
1,"Rose, James",5,4,6,11,1,,,3.0,,,,1.0,,,,5.0,6.0,,1.0,1.0,,,62.0
8,"Rowbottom, James",14,4,10,24,,,,3.0,1.0,4.0,,3.0,1.0,,,11.0,14.0,,,,,1.0,52.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,242,118,162,404,9,12.0,23.0,39.0,38.0,54.0,33.0,64.0,16.0,26.0,2.0,136.0,257.0,13.0,12.0,44.0,11.0,9.0,
Opposition,Opposition,218,86,139,357,11,10.0,35.0,44.0,43.0,50.0,26.0,56.0,26.0,16.0,4.0,122.0,224.0,10.0,8.0,51.0,16.0,6.0,
