Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",21y 101d,38 (19-0-19 50.00%),19 (0.50),←,
21,"Bell, Daniel",20y 10d,7 (4-0-3 57.14%),,←,
3,"Bizzell, Clint",28y 299d,138 (60-1-77 43.84%),79 (0.57),63 (28-0-35 44.44%),7 (0.11)
25,"Brown, Nathan",28y 252d,101 (50-0-51 49.50%),26 (0.26),←,
36,"Davey, Aaron",21y 317d,24 (16-0-8 66.67%),38 (1.58),←,
35,"Ferguson, Ryan",23y 206d,21 (9-0-12 42.86%),2 (0.10),←,
30,"Godfrey, Simon",24y 187d,62 (27-0-35 43.55%),8 (0.13),←,
18,"Green, Brad",24y 41d,109 (57-0-52 52.29%),161 (1.48),←,
40,"Jamar, Mark",21y 257d,16 (6-0-10 37.50%),3 (0.19),←,
16,"Johnstone, Travis",24y 280d,106 (52-0-54 49.06%),82 (0.77),←,
23,"McDonald, James",28y 200d,137 (66-0-71 48.18%),38 (0.28),←,
5,"McLean, Brock",19y 43d,14 (10-0-4 71.43%),7 (0.50),←,
7,"Miller, Brad",21y 291d,47 (23-0-24 48.94%),16 (0.34),←,
44,"Motlop, Shannon",26y 248d,55 (30-1-24 55.45%),31 (0.56),1 (1-0-0 100.00%),
9,"Neitz, David",30y 91d,252 (118-0-134 46.83%),508 (2.02),←,
43,"Rigoni, Guy",30y 270d,101 (52-0-49 51.49%),34 (0.34),←,
27,"Rivers, Jared",20y 187d,30 (17-0-13 56.67%),,←,
24,"Robertson, Russell",26y 150d,149 (74-0-75 49.66%),233 (1.56),←,
12,"Sylvia, Colin",19y 166d,8 (5-0-3 62.50%),2 (0.25),←,
31,"Wheatley, Paul",24y 11d,76 (43-0-33 56.58%),23 (0.30),←,
34,"White, Jeff",28y 63d,189 (93-0-96 49.21%),83 (0.44),157 (80-0-77 50.96%),65 (0.41)
13,"Yze, Adem",27y 214d,215 (98-0-117 45.58%),167 (0.78),←,
Totals,Totals,24y 243d,1895 (929-2-964 49.02%),1560 (0.82),,
C,"Daniher, Neale",44y 67d,168 (84-0-84 50.00%),,←,
