Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",24y 326d,111 (63-3-45 58.11%),96 (0.86),←,
21,"Christian, Michael",27y 361d,99 (53-2-44 54.55%),21 (0.21),←,
8,"Croall, Jason",24y 213d,37 (19-1-17 52.70%),4 (0.11),←,
35,"Daicos, Peter",30y 331d,242 (142-4-96 59.50%),536 (2.21),←,
47,"Fraser, Mark",21y 194d,11 (8-0-3 72.73%),6 (0.55),←,
3,"Gayfer, Michael",26y 365d,131 (80-1-50 61.45%),1 (0.01),←,
9,"Hardie, Brad",29y 311d,150 (54-0-96 36.00%),222 (1.48),2 (1-0-1 50.00%),2 (1.00)
15,"Lehmann, Troy",20y 173d,26 (19-0-7 73.08%),23 (0.88),←,
12,"McCartney, Jason",18y 155d,9 (5-0-4 55.56%),3 (0.33),←,
34,"McGuane, Mick",24y 231d,90 (56-2-32 63.33%),57 (0.63),←,
1,"Monkhorst, Damian",22y 361d,73 (48-2-23 67.12%),11 (0.15),←,
4,"Pert, Gary",27y 80d,183 (91-0-92 49.73%),45 (0.25),20 (14-0-6 70.00%),3 (0.15)
13,"Richardson, Alan",27y 91d,54 (33-2-19 62.96%),10 (0.19),←,
36,"Rocca, Saverio",18y 270d,8 (6-0-2 75.00%),27 (3.38),←,
32,"Rowe, Brad",22y 267d,26 (12-0-14 46.15%),19 (0.73),12 (9-0-3 75.00%),10 (0.83)
29,"Russell, Scott",22y 101d,68 (45-2-21 67.65%),43 (0.63),←,
31,"Saunders, Darren",27y,39 (24-0-15 61.54%),,33 (21-0-12 63.64%),
22,"Shaw, Tony",32y 24d,278 (158-3-117 57.37%),150 (0.54),←,
27,"Starcevich, Craig",25y 92d,104 (63-3-38 62.02%),132 (1.27),←,
24,"Turner, Jamie",30y 4d,155 (88-3-64 57.74%),32 (0.21),←,
Totals,Totals,25y 106d,1894 (1067-28-799 56.34%),1438 (0.76),,
C,"Matthews, Leigh",40y 168d,156 (92-3-61 59.94%),,←,
