Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",12,11,6,18,,,,1,4.0,1.0,,2.0,,1.0,,5.0,13,3.0,,11.0,,,98.0
9,"Beams, Dayne",20,5,13,33,1.0,1.0,,2,4.0,4.0,5.0,7.0,,2.0,,11.0,24,,,,,,89.0
13,"Berry, Jarrod",11,4,7,18,,,,6,,8.0,4.0,2.0,3.0,2.0,,10.0,10,,,2.0,,3.0,86.0
3,"Christensen, Allen",13,10,8,21,,,,2,3.0,1.0,,4.0,,,,2.0,19,,1.0,,,,84.0
26,"Cutler, Tom",14,3,5,19,1.0,1.0,,2,3.0,3.0,,3.0,1.0,,,5.0,13,,,1.0,,1.0,85.0
27,"Gardiner, Darcy",3,3,1,4,,,,1,1.0,,,1.0,,1.0,,,4,,,1.0,,,15.0
30,"Hipwood, Eric",7,6,2,9,3.0,2.0,1.0,2,,1.0,,2.0,1.0,1.0,,5.0,5,3.0,5.0,1.0,,,88.0
2,"Hodge, Luke",17,7,7,24,,,,2,3.0,2.0,,4.0,1.0,1.0,,5.0,17,,,2.0,1.0,,86.0
12,"Martin, Stefan",7,4,11,18,,,24.0,2,1.0,2.0,4.0,2.0,,1.0,,10.0,8,1.0,,1.0,,,93.0
36,"Mathieson, Rhys",7,4,12,19,,,,3,1.0,2.0,1.0,4.0,,2.0,,6.0,12,,,,,,75.0
6,"McCluggage, Hugh",10,3,8,18,,,,3,3.0,5.0,1.0,1.0,,,,4.0,14,,,,,,85.0
46,"McInerney, Oscar",5,4,2,7,,1.0,3.0,1,,,,1.0,1.0,1.0,,4.0,3,3.0,1.0,,,,96.0
25,"McStay, Daniel",6,3,1,7,2.0,,,1,,2.0,,1.0,2.0,,,4.0,3,1.0,1.0,1.0,,,87.0
16,"Rayner, Cam",3,3,9,12,,,,1,,3.0,2.0,1.0,,1.0,,6.0,6,,,,,1.0,79.0
10,"Rich, Daniel",10,3,8,18,,,,3,5.0,2.0,2.0,3.0,1.0,,,7.0,11,,,1.0,,,77.0
18,"Robertson, Nick",6,5,6,12,,,,2,1.0,1.0,,6.0,,5.0,,2.0,10,,,6.0,,,89.0
5,"Robinson, Mitch",15,5,7,22,2.0,1.0,,2,2.0,4.0,3.0,3.0,1.0,,,8.0,15,,3.0,1.0,1.0,1.0,85.0
37,"Starcevich, Brandon",4,3,3,7,,,,1,,2.0,,2.0,,2.0,,5.0,6,,,1.0,,2.0,79.0
28,"Taylor, Lewis",9,7,6,15,2.0,,,1,2.0,3.0,,,1.0,,,4.0,11,,1.0,1.0,,,78.0
14,"Walker, Josh",9,10,7,16,,,,1,3.0,1.0,,1.0,1.0,,,6.0,10,3.0,,8.0,,,90.0
29,"Witherden, Alex",22,11,8,30,,,,2,6.0,1.0,,1.0,,,,4.0,21,,,2.0,,1.0,78.0
15,"Zorko, Dayne",6,1,8,14,,1.0,,7,,2.0,6.0,3.0,1.0,2.0,,6.0,8,,,2.0,,,79.0
Totals,Totals,216,115,145,361,11.0,7.0,28.0,48,42.0,50.0,28.0,54.0,14.0,22.0,,119.0,243,14.0,12.0,42.0,2.0,9.0,
Opposition,Opposition,219,87,177,396,14.0,20.0,37.0,58,33.0,59.0,41.0,44.0,22.0,14.0,6.0,146.0,248,14.0,11.0,50.0,2.0,7.0,
