North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 63d,154 (79-1-74 51.62%),169 (1.10),←,
5,"Anderson, Stuart",21y 31d,11 (7-0-4 63.64%),2 (0.18),←,
11,"Archer, Glenn",22y 126d,65 (36-0-29 55.38%),33 (0.51),←,
14,"Armstrong, Matt",28y 149d,149 (62-0-87 41.61%),81 (0.54),17 (10-0-7 58.82%),10 (0.59)
12,"Blakey, John",29y 4d,193 (86-0-107 44.56%),53 (0.27),58 (34-0-24 58.62%),15 (0.26)
18,"Carey, Wayne",24y 62d,115 (64-0-51 55.65%),285 (2.48),←,
25,"Daniltchenko, Jason",19y 329d,13 (9-0-4 69.23%),1 (0.08),←,
6,"Fairley, Ian",30y 313d,185 (92-2-91 50.27%),148 (0.80),←,
26,"Ishchenko, Alex",31y 99d,139 (61-0-78 43.88%),37 (0.27),67 (35-0-32 52.24%),12 (0.18)
34,"King, David",23y 143d,33 (19-0-14 57.58%),7 (0.21),←,
7,"Laidley, Dani",28y 123d,109 (63-1-45 58.26%),12 (0.11),57 (34-0-23 59.65%),1 (0.02)
35,"Longmire, John",24y 209d,147 (72-1-74 49.32%),468 (3.18),←,
31,"McKernan, Corey",21y 221d,39 (24-0-15 61.54%),37 (0.95),←,
30,"Pyman, Robert",23y 295d,14 (7-0-7 50.00%),8 (0.57),←,
20,"Reynolds, Keenan",26y 202d,83 (43-0-40 51.81%),37 (0.45),9 (2-0-7 22.22%),2 (0.22)
22,"Roberts, Mark",30y 30d,134 (60-0-74 44.78%),107 (0.80),57 (34-0-23 59.65%),88 (1.54)
3,"Rock, Anthony",24y 302d,104 (58-0-46 55.77%),88 (0.85),←,
2,"Schwass, Wayne",26y 243d,139 (71-0-68 51.08%),79 (0.57),←,
8,"Scott, Robert",26y 149d,149 (85-1-63 57.38%),174 (1.17),17 (10-0-7 58.82%),10 (0.59)
15,"Smith, Ross",30y 175d,213 (105-2-106 49.77%),36 (0.17),←,
10,"Stevens, Anthony",24y 26d,104 (56-0-48 53.85%),47 (0.45),←,
Totals,Totals,25y 348d,2292 (1159-8-1125 50.57%),1909 (0.83),,
C,"Pagan, Denis",47y 307d,62 (37-0-25 59.68%),,←,
