Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 333d,257 (140-2-115 54.86%),340 (1.32),65 (16-0-49 24.62%),78 (1.20)
36,"Broughton, Greg",27y 195d,89 (37-0-52 41.57%),17 (0.19),21 (8-0-13 38.10%),2 (0.10)
27,"Cameron, Clay",19y 320d,4 (2-0-2 50.00%),,←,
12,"Day, Sam",21y 218d,46 (12-0-34 26.09%),32 (0.70),←,
33,"Hall, Aaron",23y 154d,34 (12-0-22 35.29%),34 (1.00),←,
5,"Harbrow, Jarrod",25y 268d,130 (56-1-73 43.46%),39 (0.30),60 (16-0-44 26.67%),18 (0.30)
34,"Hutchins, Jack",22y 51d,17 (6-0-11 35.29%),3 (0.18),←,
28,"Kolodjashnij, Kade",18y 246d,3 (1-0-2 33.33%),1 (0.33),←,
40,"Lemmens, Sean",19y 161d,4 (2-0-2 50.00%),1 (0.25),←,
19,"Lynch, Tom",21y 163d,42 (10-0-32 23.81%),40 (0.95),←,
17,"May, Steven",22y 92d,38 (10-0-28 26.32%),15 (0.39),←,
18,"McKenzie, Trent",22y 9d,61 (15-0-46 24.59%),19 (0.31),←,
22,"Nicholls, Tom",22y 39d,13 (4-0-9 30.77%),2 (0.15),←,
1,"OMeara, Jaeger",20y 48d,26 (10-0-16 38.46%),19 (0.73),←,
10,"Prestia, Dion",21y 182d,55 (12-0-43 21.82%),13 (0.24),←,
35,"Rischitelli, Michael",28y 94d,161 (59-3-99 37.58%),70 (0.43),50 (10-0-40 20.00%),23 (0.46)
8,"Russell, Luke",22y 78d,45 (8-0-37 17.78%),17 (0.38),←,
26,"Shaw, Matt",22y 66d,56 (13-0-43 23.21%),22 (0.39),←,
25,"Stanley, Danny",26y 53d,62 (16-0-46 25.81%),33 (0.53),57 (15-0-42 26.32%),33 (0.58)
24,"Swallow, David",21y 144d,55 (13-0-42 23.64%),26 (0.47),←,
16,"Thompson, Rory",23y 31d,37 (10-0-27 27.03%),7 (0.19),←,
14,"Warnock, Matthew",30y 9d,84 (17-1-66 20.83%),1 (0.01),29 (6-0-23 20.69%),
Totals,Totals,23y 84d,1319 (465-7-847 35.25%),751 (0.57),,
C,"McKenna, Guy",44y 336d,70 (16-0-54 22.86%),,←,
