Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,4,11,28,,,,4.0,,,,,,1.0,3.0,,,,,,,,
5,"Barker, John",19,11,1,20,,,,2.0,,,,,,1.0,,,,,,,,,
41,"Bird, Peter",11,5,4,15,2,,,2.0,,,,,,1.0,,,,,,,,,
14,"Bizzotto, Frank",,1,4,4,,,,1.0,,,,,,,,,,,,,,,
1,"Boyd, Brad",16,6,3,19,2,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
21,"Cavedon, Andrew",3,1,2,5,1,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,
27,"Chandler, Brett",9,2,4,13,,,,2.0,,,,,2.0,2.0,,,,,,,,,
31,"Dent, Matthew",10,4,4,14,,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
6,"Guard, Jeremy",8,2,3,11,2,,,1.0,,,,,,2.0,,,,,,,,,
17,"Hawking, Simon",6,4,3,9,,,1.0,2.0,,,,,2.0,,,,,,,,,,
3,"Hawkins, Doug",5,2,9,14,2,,,5.0,,,,,1.0,1.0,,,,,,,,,
19,"Holmes, Darren",7,5,4,11,,,,1.0,,,,,1.0,2.0,,,,,,,,,
2,"Johnson, Chris",3,,4,7,,,,4.0,,,,,,3.0,,,,,,,,,
30,"Manson, James",6,6,11,17,,,7.0,,,,,,2.0,2.0,,,,,,,,,
38,"McCarthy, Adam",5,3,7,12,1,,,2.0,,,,,2.0,,,,,,,,,,
11,"McGregor, Anthony",3,2,1,4,,1.0,,,,,,,,1.0,,,,,,,,,
7,"Molloy, Jarrod",10,4,8,18,1,1.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
4,"Paxman, Stephen",8,7,7,15,,,,,,,,,2.0,,,,,,,,,,
8,"Pike, Martin",5,3,4,9,1,2.0,,,,,,,,1.0,,,,,,,,,
37,"Rombotis, John",1,,1,2,,,,1.0,,,,,,,,,,,,,,,
16,"Zanotti, Mark",19,4,9,28,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,76,104,275,12,12.0,11.0,35.0,,,,,20.0,22.0,5.0,,,,,,,,
Opposition,Opposition,177,73,126,303,10,13.0,13.0,26.0,,,,,22.0,20.0,1.0,,,,,,,,
