Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
34,"Bewley, Brett",24y 62d,3 (3-0-0 100.00%),1 (0.33),←,
19,"Blakely, Connor",23y 105d,50 (20-0-30 40.00%),2 (0.04),←,
8,"Brayshaw, Andrew",19y 219d,29 (13-0-16 44.83%),7 (0.24),←,
6,"Conca, Reece",26y 307d,116 (65-1-50 56.47%),23 (0.20),12 (7-0-5 58.33%),
36,"Cox, Brennan",20y 306d,32 (11-0-21 34.38%),25 (0.78),←,
4,"Darcy, Sean",21y 3d,18 (5-0-13 27.78%),3 (0.17),←,
44,"Duman, Taylin",21y 58d,17 (8-0-9 47.06%),,←,
7,"Fyfe, Nat",27y 270d,164 (92-1-71 56.40%),138 (0.84),←,
21,"Hamling, Joel",26y 67d,75 (38-0-37 50.67%),,52 (22-0-30 42.31%),
9,"Hill, Bradley",25y 341d,139 (92-0-47 66.19%),78 (0.56),44 (18-0-26 40.91%),20 (0.45)
32,"Hill, Stephen",29y 45d,204 (105-0-99 51.47%),111 (0.54),←,
11,"Hogan, Jesse",24y 123d,82 (38-0-44 46.34%),165 (2.01),11 (6-0-5 54.55%),13 (1.18)
15,"Hughes, Ethan",24y 190d,41 (16-0-25 39.02%),4 (0.10),←,
26,"Langdon, Ed",23y 134d,58 (23-0-35 39.66%),27 (0.47),←,
2,"Logue, Griffin",21y 63d,14 (6-0-8 42.86%),1 (0.07),←,
3,"Matera, Brandon",27y 96d,129 (44-1-84 34.50%),158 (1.22),28 (13-0-15 46.43%),34 (1.21)
16,"Mundy, David",33y 330d,306 (158-1-147 51.80%),134 (0.44),←,
38,"Ryan, Luke",23y 129d,43 (17-0-26 39.53%),3 (0.07),←,
39,"Switkowski, Sam",22y 207d,11 (6-0-5 54.55%),4 (0.36),←,
18,"Tucker, Darcy",22y 143d,60 (20-0-40 33.33%),24 (0.40),←,
10,"Walters, Michael",28y 159d,141 (73-1-67 52.13%),246 (1.74),←,
14,"Wilson, Nathan",26y 159d,110 (54-2-54 50.00%),17 (0.15),33 (14-0-19 42.42%),1 (0.03)
Totals,Totals,24y 259d,1842 (907-7-928 49.24%),1171 (0.64),,
C,"Lyon, Ross",52y 219d,296 (170-5-121 58.28%),,175 (94-1-80 54.00%),
