Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",5,2,11,16,,1.0,,3.0,1.0,,2.0,3.0,,2.0,,4.0,11.0,,,2.0,,,89.0
19,"Betts, Eddie",7,3,5,12,5,1.0,,1.0,,1.0,,2.0,2.0,1.0,,7.0,4.0,1.0,3.0,1.0,,,84.0
15,"Browne, Steven",2,3,8,10,,1.0,,4.0,,,,1.0,,,,2.0,7.0,,,,1.0,,74.0
44,"Carrazzo, Andrew",8,1,9,17,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,7.0,9.0,,,1.0,,,88.0
38,"Garlett, Jeff",7,5,3,10,,,,2.0,,4.0,,1.0,,,,2.0,8.0,,,,4.0,1.0,80.0
4,"Gibbs, Bryce",25,6,8,33,,,1.0,1.0,4.0,4.0,9.0,1.0,1.0,,,8.0,23.0,,,1.0,1.0,,85.0
10,"Hadley, Richard",6,2,14,20,,,,7.0,,,6.0,2.0,1.0,2.0,,14.0,5.0,,,,1.0,,68.0
33,"Houlihan, Ryan",6,2,8,14,,,,6.0,1.0,3.0,2.0,3.0,3.0,1.0,,7.0,7.0,,,,,1.0,84.0
39,"Jacobs, Sam",4,2,3,7,,,23.0,7.0,2.0,1.0,3.0,4.0,1.0,4.0,,5.0,2.0,1.0,,3.0,,,56.0
40,"Jamison, Michael",7,8,1,8,,,,1.0,2.0,,,1.0,,,,1.0,7.0,1.0,,8.0,1.0,,96.0
45,"Joseph, Aaron",8,5,8,16,,,,3.0,3.0,,1.0,5.0,,3.0,,4.0,13.0,,,3.0,,,75.0
5,"Judd, Chris",14,2,9,23,,,,1.0,3.0,4.0,5.0,1.0,2.0,1.0,,11.0,13.0,1.0,1.0,3.0,,3.0,80.0
8,"Kreuzer, Matthew",4,2,4,8,1,,17.0,6.0,,2.0,2.0,1.0,2.0,1.0,,4.0,4.0,1.0,,3.0,,,67.0
3,"Murphy, Marc",14,6,11,25,,1.0,,4.0,2.0,4.0,4.0,2.0,2.0,,,8.0,18.0,,,2.0,2.0,,85.0
17,"OhAilpin, Setanta",2,1,2,4,1,1.0,,1.0,,,,1.0,,1.0,,1.0,3.0,1.0,1.0,2.0,,,82.0
12,"Robinson, Mitch",5,2,8,13,,,,4.0,,6.0,2.0,,1.0,,,5.0,8.0,,,1.0,,,68.0
2,"Russell, Jordan",13,2,3,16,,,,4.0,5.0,,,5.0,,3.0,,4.0,8.0,,,3.0,,,93.0
29,"Scotland, Heath",15,6,5,20,,,,2.0,6.0,1.0,4.0,2.0,,1.0,,7.0,14.0,,1.0,,,,88.0
6,"Simpson, Kade",16,10,7,23,,,,6.0,2.0,3.0,5.0,4.0,2.0,3.0,,4.0,19.0,,,1.0,,,83.0
32,"Thornton, Bret",9,7,8,17,,,,2.0,2.0,,,2.0,1.0,,,6.0,11.0,1.0,,2.0,,,90.0
30,"Waite, Jarrad",13,9,3,16,3,1.0,,4.0,,5.0,,4.0,,1.0,,7.0,8.0,5.0,2.0,,,1.0,90.0
1,"Walker, Andrew",15,9,5,20,,,,1.0,3.0,3.0,,4.0,2.0,3.0,,5.0,15.0,,,1.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,95,143,348,10,8.0,41.0,72.0,37.0,42.0,47.0,51.0,21.0,28.0,,123.0,217.0,12.0,8.0,37.0,10.0,6.0,
Opposition,Opposition,203,91,162,365,14,13.0,41.0,68.0,32.0,53.0,27.0,46.0,28.0,21.0,6.0,141.0,217.0,16.0,13.0,41.0,8.0,9.0,
