Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",7,2,6,13,,1.0,,1.0,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",12,2,12,24,1,,,2.0,,,,,,,,,,,,,,,
25,"Bews, Andrew",8,3,4,12,,,,4.0,,,,,3.0,,,,,,,,,,
9,"Boyd, Brad",2,1,2,4,,,,2.0,,,,,,,,,,,,,,,
36,"Bradshaw, Daniel",10,7,4,14,6,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
1,"Champion, Richard",16,5,4,20,,,,5.0,,,,,1.0,,,,,,,,,,
40,"Clayton, Shane",,,1,1,,,,,,,,,,,,,,,,,,,
14,"Dickfos, Danny",6,4,5,11,,,,3.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",9,2,9,18,1,1.0,,2.0,,,,,,,,,,,,,,,
2,"Johnson, Chris",8,5,1,9,,,,1.0,,,,,,,,,,,,,,,
27,"Keating, Clark",5,1,5,10,,,27.0,2.0,,,,,,,,,,,,,,,
18,"Lambert, Craig",10,,12,22,,,,2.0,,,,,1.0,,,,,,,,,,
44,"Lappin, Nigel",15,6,3,18,2,4.0,,2.0,,,,,1.0,,3.0,,,,,,,,
23,"Leppitsch, Justin",5,1,4,9,1,,,,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",4,2,3,7,,,,,,,,,,1.0,,,,,,,,,
42,"Lynch, Tristan",22,6,7,29,1,1.0,,4.0,,,,,2.0,,,,,,,,,,
4,"McRae, Craig",18,3,4,22,4,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,
22,"Scott, Chris",6,8,10,16,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
38,"Scott, Dion",6,2,3,9,1,,3.0,1.0,,,,,2.0,,,,,,,,,,
3,"Voss, Michael",15,1,15,30,,,,3.0,,,,,,,,,,,,,,,
33,"White, Darryl",11,7,1,12,,,,4.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,68,115,310,19,12.0,30.0,40.0,,,,,14.0,7.0,6.0,,,,,,,,
Opposition,Opposition,176,64,122,298,15,8.0,19.0,31.0,,,,,7.0,14.0,,,,,,,,,
