Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",10,5,5,15,,1.0,,4.0,1.0,3.0,,3.0,2.0,1.0,,6.0,11.0,1.0,1.0,1.0,,,93.0
27,"Edwards, Aaron",9,8,6,15,1,3.0,,1.0,,1.0,,4.0,1.0,1.0,,5.0,11.0,2.0,2.0,1.0,,,87.0
24,"Firrito, Michael",6,4,9,15,,,,,5.0,,,3.0,,1.0,,4.0,10.0,1.0,,1.0,2.0,,78.0
38,"Gibson, Josh",6,4,4,10,,,,4.0,3.0,,,3.0,,1.0,,3.0,8.0,,,6.0,2.0,,93.0
6,"Grant, Shannon",12,4,5,17,2,1.0,,,,5.0,,5.0,,1.0,,5.0,12.0,,,1.0,,,93.0
15,"Green, Kasey",3,2,7,10,,,1.0,1.0,,2.0,,2.0,,,,3.0,7.0,,,5.0,,,85.0
31,"Hale, David",3,2,9,12,,,15.0,3.0,1.0,,3.0,2.0,1.0,2.0,,3.0,8.0,,1.0,,,,61.0
4,"Harris, Daniel",7,1,18,25,1,,,4.0,,2.0,6.0,4.0,2.0,,,15.0,10.0,,,2.0,,,69.0
29,"Harvey, Brent",9,3,13,22,,1.0,,3.0,1.0,5.0,3.0,1.0,2.0,,,8.0,14.0,,,1.0,3.0,1.0,91.0
25,"Lower, Ed",7,5,14,21,1,1.0,,4.0,,3.0,3.0,,1.0,,,8.0,13.0,1.0,1.0,3.0,1.0,,85.0
1,"McIntosh, Hamish",5,2,3,8,,,18.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,,6.0,3.0,1.0,,2.0,,,56.0
42,"McMahon, Scott",7,4,,7,,,,1.0,1.0,4.0,,1.0,,1.0,,2.0,5.0,,,6.0,,,71.0
20,"Petrie, Drew",8,5,5,13,,,1.0,2.0,,2.0,1.0,6.0,2.0,1.0,,6.0,7.0,,1.0,4.0,,1.0,96.0
30,"Pratt, Daniel",9,2,5,14,,,,4.0,4.0,1.0,,4.0,1.0,,,5.0,8.0,,,3.0,,,88.0
3,"Rawlings, Brady",5,2,5,10,,,,3.0,1.0,,3.0,1.0,,1.0,,6.0,4.0,1.0,,2.0,1.0,,77.0
32,"Sansbury, Eddie",6,2,4,10,,3.0,,,,2.0,1.0,2.0,1.0,,,3.0,6.0,,,2.0,,1.0,71.0
7,"Simpson, Adam",11,4,13,24,,,,4.0,1.0,3.0,3.0,,,,,6.0,17.0,,,2.0,,,90.0
9,"Sinclair, Jess",9,5,14,23,,,,4.0,3.0,,2.0,4.0,,1.0,,5.0,18.0,,,,2.0,,85.0
10,"Smith, Jesse",5,3,9,14,,1.0,,3.0,1.0,1.0,,4.0,3.0,1.0,,4.0,11.0,,1.0,2.0,4.0,,84.0
19,"Swallow, Andrew",6,3,8,14,,,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,,2.0,11.0,,,1.0,1.0,,59.0
36,"Watt, Shannon",12,6,5,17,,,,,7.0,1.0,,2.0,,,,3.0,13.0,1.0,,3.0,,1.0,100.0
8,"Wells, Daniel",7,1,4,11,,2.0,,3.0,,2.0,1.0,1.0,1.0,,,3.0,8.0,,,,2.0,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,77,165,327,5,16.0,36.0,53.0,32.0,40.0,29.0,56.0,20.0,14.0,,111.0,215.0,8.0,7.0,48.0,18.0,4.0,
Opposition,Opposition,227,124,172,399,20,13.0,32.0,55.0,32.0,59.0,39.0,48.0,14.0,20.0,,107.0,289.0,7.0,14.0,42.0,56.0,14.0,
