Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 231d,43 (18-1-24 43.02%),24 (0.56),←,
18,"Cameron, Leon",17y 343d,18 (11-0-7 61.11%),7 (0.39),←,
17,"Charles, Justin",19y 317d,9 (5-0-4 55.56%),,←,
20,"Coleman, Glenn",29y 189d,142 (78-1-63 55.28%),81 (0.57),17 (10-0-7 58.82%),17 (1.00)
22,"Cullen, Mark",21y 322d,22 (9-0-13 40.91%),14 (0.64),←,
4,"Davies, Darren",24y 301d,37 (17-0-20 45.95%),35 (0.95),←,
26,"Del-Re, Danny",22y 180d,12 (7-0-5 58.33%),19 (1.58),←,
12,"Eppelstun, Greg",23y 268d,78 (39-1-38 50.64%),1 (0.01),←,
32,"Foster, Peter",30y 70d,125 (67-2-56 54.40%),50 (0.40),118 (64-2-52 55.08%),48 (0.41)
29,"Grant, Chris",17y 241d,19 (11-0-8 57.89%),51 (2.68),←,
7,"Hawkins, Doug",30y 98d,240 (96-3-141 40.63%),120 (0.50),←,
10,"Hunter, Mark",24y 342d,36 (15-1-20 43.06%),2 (0.06),←,
8,"Kennedy, Rick",29y 243d,147 (63-2-82 43.54%),34 (0.23),←,
39,"Liberatore, Tony",24y 181d,37 (22-0-15 59.46%),21 (0.57),←,
11,"McGuinness, Tony",26y 97d,106 (49-2-55 47.17%),104 (0.98),←,
14,"Reynolds, Keenan",21y 216d,15 (10-0-5 66.67%),1 (0.07),←,
33,"Royal, Brian",28y 242d,156 (82-2-72 53.21%),196 (1.26),←,
16,"Wallace, Terry",31y 241d,247 (146-2-99 59.51%),119 (0.48),62 (28-1-33 45.97%),16 (0.26)
24,"Wallis, Stephen",25y 288d,164 (84-2-78 51.83%),40 (0.24),←,
6,"Wigney, Stuart",21y 114d,38 (17-1-20 46.05%),17 (0.45),←,
Totals,Totals,24y 263d,1691 (846-20-825 50.03%),936 (0.55),,
C,"Wheeler, Terry",35y 151d,19 (11-0-8 57.89%),,←,
