Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",12,3.0,6,18,,,,5,5.0,6.0,2.0,,,,,7,8,1.0,,3.0,2.0,1.0,84.0
8,"Bewick, Rohan",12,5.0,8,20,1.0,2.0,,3,1.0,2.0,1.0,5.0,1.0,1.0,,6,15,,1.0,,2.0,,82.0
16,"Brown, Jonathan",8,5.0,8,16,2.0,,,1,,2.0,,4.0,,1.0,,8,7,2.0,1.0,1.0,,,93.0
42,"Clarke, Justin",4,5.0,8,12,,,,2,2.0,1.0,1.0,1.0,,1.0,,5,8,1.0,,3.0,,,96.0
47,"Crisp, Jack",6,4.0,3,9,1.0,1.0,,4,1.0,2.0,,1.0,,1.0,,2,7,,1.0,1.0,1.0,,86.0
1 ↑,"Docherty, Sam",2,,4,6,,,,1,,2.0,1.0,2.0,,,,1,5,,,1.0,,,23.0
41,"Golby, Mitch",16,8.0,7,23,,,,2,4.0,2.0,2.0,2.0,3.0,,,8,15,,,1.0,3.0,,81.0
6,"Green, Josh",5,,5,10,1.0,,,2,,2.0,,3.0,,2.0,,4,7,,,,1.0,1.0,82.0
23,"Leuenberger, Matthew",6,4.0,6,12,,,38.0,1,1.0,,,2.0,1.0,2.0,,2,9,,,2.0,,,81.0
36,"Maguire, Matt",13,6.0,6,19,,,1.0,2,5.0,1.0,,3.0,1.0,1.0,,7,13,,,5.0,,,94.0
32,"Mayes, Sam",11,6.0,6,17,,2.0,,1,1.0,1.0,,4.0,,1.0,,4,13,,2.0,,,,85.0
9 ↓,"McGrath, Ashley",5,2.0,3,8,,,,1,4.0,,1.0,1.0,,1.0,,1,6,,,1.0,1.0,,59.0
21,"Merrett, Daniel",4,3.0,3,7,1.0,1.0,4.0,3,1.0,,1.0,2.0,,1.0,,5,4,1.0,1.0,4.0,,,90.0
3,"Moloney, Brent",11,1.0,9,20,1.0,,,5,,6.0,8.0,2.0,1.0,1.0,,12,9,,1.0,,,1.0,74.0
24,"Patfull, Joel",8,9.0,9,17,,,,3,4.0,,,,,,,6,10,4.0,,4.0,2.0,,97.0
29,"Raines, Andrew",8,2.0,8,16,,,,1,2.0,1.0,1.0,5.0,1.0,2.0,,9,7,,,,1.0,,83.0
30,"Redden, Jack",12,4.0,12,24,,,1.0,4,2.0,2.0,3.0,1.0,1.0,1.0,,10,13,1.0,,2.0,1.0,,85.0
10,"Rich, Daniel",5,1.0,9,14,,,,4,1.0,2.0,,2.0,,,,3,12,,,2.0,1.0,3.0,82.0
38,"Rockliff, Tom",17,3.0,11,28,,,,6,4.0,2.0,10.0,5.0,,3.0,2.0,12,16,,,1.0,,,80.0
14,"Staker, Brent",8,3.0,6,14,,,,3,,2.0,,4.0,1.0,1.0,,7,7,,,1.0,,,91.0
26,"Yeo, Elliot",8,6.0,7,15,,,,3,2.0,2.0,,3.0,1.0,1.0,,8,5,3.0,,1.0,3.0,,88.0
15,"Zorko, Dayne",13,3.0,5,18,2.0,2.0,,2,1.0,5.0,2.0,2.0,,1.0,,5,13,,2.0,1.0,1.0,,83.0
Totals,Totals,194,83.0,149,343,9.0,8.0,44.0,59,41.0,43.0,33.0,54.0,11.0,22.0,2.0,132,209,13.0,9.0,34.0,19.0,6.0,
Opposition,Opposition,208,77.0,173,381,9.0,17.0,31.0,74,31.0,58.0,40.0,42.0,22.0,10.0,4.0,158,222,10.0,12.0,40.0,15.0,4.0,
