Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",26y 185d,122 (65-0-57 53.28%),49 (0.40),77 (57-0-20 74.03%),25 (0.32)
31,"Andrews, Harris",27y 122d,191 (91-0-100 47.64%),11 (0.06),←,
43,"Answerth, Noah",24y 249d,59 (41-0-18 69.49%),2 (0.03),←,
33,"Bailey, Zac",24y 201d,123 (80-0-43 65.04%),126 (1.02),←,
7,"Berry, Jarrod",26y 66d,138 (77-0-61 55.80%),58 (0.42),←,
23,"Cameron, Charlie",29y 281d,207 (132-1-74 64.01%),368 (1.78),134 (85-0-49 63.43%),281 (2.10)
3,"Daniher, Joe",30y 38d,182 (89-1-92 49.18%),349 (1.92),74 (49-0-25 66.22%),158 (2.14)
5,"Dunkley, Josh",27y 93d,145 (85-0-60 58.62%),67 (0.46),29 (20-0-9 68.97%),2 (0.07)
28,"Fletcher, Jaspa",20y 47d,19 (13-0-6 68.42%),10 (0.53),←,
27,"Gardiner, Darcy",28y 202d,162 (75-0-87 46.30%),6 (0.04),←,
30,"Hipwood, Eric",26y 211d,158 (84-0-74 53.16%),238 (1.51),←,
35,"Lester, Ryan",31y 229d,185 (83-0-102 44.86%),47 (0.25),←,
1,"Lohmann, Kai",20y 341d,13 (9-0-4 69.23%),5 (0.38),←,
11,"McCarthy, Lincoln",30y 172d,148 (103-0-45 69.59%),165 (1.11),119 (80-0-39 67.23%),140 (1.18)
6,"McCluggage, Hugh",26y 39d,160 (90-0-70 56.25%),101 (0.63),←,
46,"McInerney, Oscar",29y 276d,131 (82-0-49 62.60%),54 (0.41),←,
9,"Neale, Lachie",30y 323d,250 (142-0-108 56.80%),116 (0.46),115 (77-0-38 66.96%),49 (0.43)
40,"Payne, Jack",24y 179d,54 (34-0-20 62.96%),2 (0.04),←,
16,"Rayner, Cam",24y 173d,118 (71-0-47 60.17%),107 (0.91),←,
37,"Starcevich, Brandon",24y 262d,102 (69-0-33 67.65%),6 (0.06),←,
29,"Tunstill, James",20y 268d,7 (3-0-4 42.86%),1 (0.14),←,
44,"Wilmot, Darcy",20y 102d,34 (23-0-11 67.65%),6 (0.18),←,
15,"Zorko, Dayne",35y 62d,255 (118-0-137 46.27%),228 (0.89),←,
Totals,Totals,26y 211d,2963 (1659-2-1302 55.99%),2122 (0.72),,
C,"Fagan, Chris",62y 293d,167 (94-0-73 56.29%),,←,
