Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",5,2,13,18,,,,9.0,1.0,1.0,7.0,1.0,1.0,,,11.0,7.0,,,2.0,,,67.0
46,"Blicavs, Mark",9,5,8,17,,,5.0,1.0,2.0,1.0,,,4.0,,,11.0,6.0,2.0,1.0,6.0,,,79.0
5,"Cameron, Jeremy",13,6,1,14,6,1.0,,,,1.0,,3.0,2.0,,2.0,4.0,12.0,,3.0,2.0,2.0,1.0,94.0
45,"Close, Brad",8,4,4,12,1,,,3.0,1.0,5.0,2.0,2.0,1.0,1.0,,4.0,8.0,1.0,1.0,5.0,,2.0,88.0
35,"Dangerfield, Patrick",7,3,4,11,2,1.0,,2.0,,3.0,,2.0,1.0,1.0,,4.0,6.0,1.0,1.0,1.0,,5.0,73.0
16 ↓,"De Koning, Sam",7,6,,7,,,,,2.0,,,,,,,2.0,6.0,1.0,,1.0,,,36.0
28,"Dempsey, Oliver",9,6,8,17,2,1.0,,1.0,1.0,3.0,,3.0,1.0,1.0,,5.0,11.0,1.0,2.0,2.0,2.0,1.0,92.0
22 ↑,"Duncan, Mitch",2,2,4,6,,,,1.0,,,,,,,,1.0,5.0,,,,,,39.0
39,"Guthrie, Zach",8,8,12,20,,,,2.0,2.0,2.0,2.0,,1.0,,,9.0,12.0,,,2.0,,,82.0
38,"Henry, Jack",5,4,3,8,,,,1.0,2.0,1.0,,1.0,,,,2.0,6.0,,,6.0,,,86.0
9,"Holmes, Max",25,4,11,36,1,,,4.0,2.0,10.0,8.0,5.0,,,1.0,13.0,21.0,,1.0,,8.0,1.0,82.0
17,"Humphries, Lawson",15,8,4,19,1,,,2.0,1.0,5.0,,3.0,,,,4.0,15.0,,,,,1.0,87.0
7,"Mannagh, Shaun",11,3,3,14,3,1.0,,5.0,2.0,2.0,1.0,7.0,,2.0,,7.0,8.0,,1.0,2.0,,,87.0
19,"Martin, Jack",11,10,4,15,,,,1.0,1.0,2.0,1.0,,1.0,,,3.0,12.0,,,1.0,,1.0,61.0
32,"Miers, Gryan",17,6,8,25,1,1.0,,5.0,2.0,7.0,,3.0,,,,5.0,21.0,,,1.0,,2.0,86.0
34,"Mullin, Oisin",5,2,8,13,,,,3.0,,2.0,1.0,2.0,2.0,1.0,,1.0,11.0,,,,,1.0,73.0
33,"Neale, Shannon",10,9,3,13,4,1.0,2.0,2.0,,2.0,,5.0,,3.0,,4.0,9.0,1.0,5.0,3.0,,,83.0
42,"OConnor, Mark",15,12,7,22,,1.0,,3.0,2.0,3.0,,2.0,,,,1.0,19.0,,,3.0,,1.0,89.0
14,"OSullivan, Connor",9,10,4,13,,,,1.0,2.0,1.0,,1.0,,1.0,,1.0,13.0,1.0,,5.0,,,93.0
3,"Smith, Bailey",28,7,13,41,,,,2.0,3.0,9.0,6.0,6.0,,1.0,3.0,10.0,30.0,,,,1.0,2.0,76.0
1,"Stanley, Rhys",7,4,4,11,1,1.0,27.0,1.0,,2.0,3.0,1.0,1.0,1.0,,4.0,8.0,,3.0,2.0,,,81.0
18,"Stengle, Tyson",8,4,9,17,1,2.0,,2.0,,1.0,2.0,1.0,1.0,,,9.0,8.0,,3.0,,,3.0,83.0
44,"Stewart, Tom",19,16,4,23,,,,,4.0,,,1.0,,1.0,,2.0,18.0,,,4.0,1.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,253,141,139,392,23,13.0,34.0,51.0,30.0,63.0,33.0,49.0,16.0,13.0,6.0,117.0,272.0,8.0,21.0,48.0,14.0,21.0,
Opposition,Opposition,201,98,203,404,8,8.0,43.0,50.0,39.0,38.0,35.0,70.0,13.0,16.0,,122.0,276.0,5.0,7.0,38.0,10.0,6.0,
