Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",24y 308d,50 (27-0-23 54.00%),72 (1.44),←,
21,"Barlow, Michael",24y 153d,30 (15-0-15 50.00%),21 (0.70),←,
6,"Broughton, Greg",25y 233d,61 (26-0-35 42.62%),10 (0.16),←,
30,"Clarke, Zac",22y 52d,29 (10-0-19 34.48%),14 (0.48),←,
15,"Crowley, Ryan",28y 75d,123 (60-0-63 48.78%),93 (0.76),←,
3,"Dawson, Zac",26y 87d,85 (51-3-31 61.76%),5 (0.06),8 (5-0-3 62.50%),1 (0.13)
40,"de Boer, Matt",22y 70d,61 (29-0-32 47.54%),20 (0.33),←,
41,"Duffield, Paul",27y 104d,98 (43-0-55 43.88%),22 (0.22),←,
32,"Hill, Stephen",22y 18d,75 (34-0-41 45.33%),45 (0.60),←,
5,"Ibbotson, Garrick",24y 65d,87 (34-0-53 39.08%),19 (0.22),←,
37,"Johnson, Michael",27y 212d,133 (65-0-68 48.87%),53 (0.40),←,
23,"Mayne, Chris",23y 199d,66 (32-0-34 48.48%),75 (1.14),←,
18,"McPharlin, Luke",30y 170d,196 (96-0-100 48.98%),114 (0.58),184 (88-0-96 47.83%),111 (0.60)
16,"Mundy, David",26y 304d,148 (71-0-77 47.97%),57 (0.39),←,
13,"Mzungu, Tendai",26y 81d,22 (9-0-13 40.91%),16 (0.73),←,
27,"Neale, Lachie",18y 361d,5 (3-0-2 60.00%),3 (0.60),←,
29,"Pavlich, Matthew",30y 140d,264 (117-0-147 44.32%),500 (1.89),←,
46,"Pearce, Clancee",21y 209d,34 (13-0-21 38.24%),19 (0.56),←,
24,"Roberton, Dylan",20y 333d,30 (17-0-13 56.67%),5 (0.17),←,
31,"Sandilands, Aaron",29y 165d,175 (88-0-87 50.29%),69 (0.39),←,
34,"Spurr, Lee",24y 297d,3 (2-0-1 66.67%),,←,
47,"van Berlo, Jay",23y 244d,31 (16-0-15 51.61%),10 (0.32),←,
Totals,Totals,25y 27d,1806 (858-3-945 47.51%),1242 (0.69),,
C,"Lyon, Ross",45y 193d,129 (81-4-44 64.34%),,8 (5-0-3 62.50%),
