West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Braun, Michael",8,2,10,18,,,,1.0,2.0,1.0,3.0,3.0,4.0,,,7.0,12.0,,,,1.0,,
9,"Cousins, Ben",20,7,14,34,,2.0,,2.0,3.0,11.0,5.0,,1.0,2.0,2.0,8.0,24.0,,1.0,1.0,4.0,,
35,"Crabb, Jaxon",4,3,9,13,,,,1.0,1.0,2.0,2.0,,1.0,2.0,,6.0,7.0,,,,,,
14,"Cummings, Scott",4,2,1,5,3,1.0,,1.0,,,,1.0,1.0,3.0,,3.0,2.0,,2.0,,,,
32,"Embley, Andrew",7,2,,7,,,,2.0,,3.0,,,1.0,,,3.0,4.0,,,,,,
41,"Fletcher, Chad",6,2,1,7,,1.0,,1.0,1.0,1.0,,,,2.0,,3.0,4.0,,,,,,
19,"Gardiner, Michael",10,9,8,18,1,,21.0,,,8.0,3.0,1.0,1.0,,,4.0,14.0,,1.0,2.0,1.0,,
7,"Gehrig, Fraser",12,8,4,16,3,2.0,,,1.0,5.0,,1.0,1.0,3.0,,6.0,11.0,2.0,3.0,5.0,1.0,,
23,"Glass, Darren",8,3,2,10,,,1.0,2.0,2.0,2.0,1.0,,,,,3.0,7.0,,,,,,
27,"Jakovich, Glen",8,1,7,15,,1.0,,1.0,,1.0,2.0,1.0,,,,1.0,14.0,,,1.0,5.0,,
18,"Jones, Rowan",3,1,1,4,,,,2.0,,1.0,1.0,,,,,2.0,2.0,1.0,,,,,
2,"Kemp, Dean",16,5,17,33,1,1.0,,7.0,3.0,8.0,8.0,,3.0,2.0,3.0,17.0,17.0,,,1.0,1.0,,
33,"Matera, Phillip",9,3,3,12,2,2.0,,2.0,,3.0,2.0,1.0,1.0,1.0,,8.0,3.0,2.0,1.0,2.0,,,
11,"McIntosh, Ashley",10,5,6,16,2,1.0,,2.0,,4.0,1.0,,1.0,1.0,,7.0,9.0,1.0,2.0,,,,
17,"McKenna, Guy",4,3,3,7,,1.0,,,1.0,1.0,,1.0,1.0,2.0,,2.0,3.0,1.0,,1.0,,,
8,"Metropolis, Daniel",4,3,2,6,,1.0,,,1.0,,,,,,,3.0,3.0,2.0,1.0,3.0,,,
5,"Morrison, Chad",9,1,6,15,,,,,4.0,1.0,4.0,3.0,1.0,,,8.0,9.0,,,2.0,2.0,,
36,"Read, Phillip",9,4,5,14,,1.0,,,3.0,2.0,1.0,3.0,,2.0,,5.0,9.0,1.0,,1.0,1.0,,
42,"Rintoul, Chad",13,7,7,20,,,,1.0,1.0,5.0,2.0,,3.0,,,7.0,12.0,1.0,1.0,,,,
16,"Symmons, Paul",9,,7,16,,,,,4.0,2.0,1.0,2.0,1.0,,,10.0,5.0,,,2.0,,,
50,"Turnbull, Ryan",7,1,6,13,,,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,,6.0,5.0,,,,2.0,,
44,"Wirrpanda, David",15,3,1,16,3,3.0,,5.0,1.0,6.0,3.0,1.0,1.0,1.0,,8.0,8.0,1.0,2.0,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,75,120,315,15,18.0,26.0,30.0,32.0,68.0,40.0,19.0,23.0,22.0,5.0,127.0,184.0,12.0,14.0,22.0,19.0,,
Opposition,Opposition,192,81,112,304,15,12.0,23.0,28.0,42.0,55.0,39.0,31.0,22.0,23.0,1.0,125.0,180.0,16.0,14.0,30.0,13.0,,
