Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Brown, Michael",,,,,,,,1.0,,,,,,,,,,,,,,,
24,"Burton, Matthew",8,,5,13,,1.0,16.0,1.0,,,,,1.0,,,,,,,,,,
42,"Callaghan, Craig",4,,,4,,,,2.0,,,,,,,,,,,,,,,
31,"Clement, James",12,5,5,17,,,,,,,,,1.0,,,,,,,,,,
37,"Gale, Mark",12,2,5,17,,,,2.0,,,,,,1.0,,,,,,,,,
32,"Harding, Greg",8,2,9,17,,,,,,,,,,1.0,,,,,,,,,
38,"Jones, Anthony",10,6,7,17,,,,1.0,,,,,,,,,,,,,,,
11,"Kickett, Dale",14,5,10,24,1,,,3.0,,,,,,1.0,,,,,,,,,
28,"Koops, Steven",11,3,4,15,1,,,3.0,,,,,,2.0,,,,,,,,,
9,"Mann, Peter",9,7,6,15,1,3.0,,2.0,,,,,1.0,1.0,,,,,,,,,
43,"McGovern, Andrew",13,4,11,24,,,,3.0,,,,,2.0,1.0,3.0,,,,,,,,
8,"McManus, Shaun",13,5,5,18,1,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
45,"Mitchell, Gavin",10,4,9,19,1,2.0,,5.0,,,,,1.0,1.0,,,,,,,,,
25,"Norrish, Jason",20,6,12,32,,,,3.0,,,,,1.0,1.0,,,,,,,,,
10,"OReilly, Stephen",7,4,1,8,,,,,,,,,1.0,,,,,,,,,,
23,"Parker, Shane",11,6,8,19,,,,,,,,,,,,,,,,,,,
40,"Toia, Luke",10,8,8,18,1,,,6.0,,,,,1.0,4.0,,,,,,,,,
26,"Waterhouse, Clive",2,1,5,7,1,,,,,,,,,1.0,,,,,,,,,
2,"Watters, Scott",8,2,5,13,,1.0,,,,,,,,,,,,,,,,,
34,"White, Jeff",2,3,3,5,2,,6.0,,,,,,,1.0,,,,,,,,,
4,"Wills, Andrew",4,2,6,10,1,,,5.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,75,124,312,10,10.0,22.0,40.0,,,,,11.0,16.0,3.0,,,,,,,,
Opposition,Opposition,190,52,96,286,10,11.0,25.0,35.0,,,,,16.0,11.0,3.0,,,,,,,,
