Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
9,"Angwin, Ryan",20y 236d,15 (8-0-7 53.33%),1 (0.07),←,
7,"Ash, Lachie",22y 45d,76 (35-1-40 46.71%),5 (0.07),←,
14,"Bedford, Toby",23y 70d,32 (21-0-11 65.63%),17 (0.53),14 (9-0-5 64.29%),8 (0.57)
32,"Briggs, Kieren",23y 303d,20 (12-0-8 60.00%),7 (0.35),←,
46,"Brown, Callum",22y 355d,23 (11-0-12 47.83%),19 (0.83),←,
44,"Buckley, Jack",25y 231d,37 (18-1-18 50.00%),,←,
3,"Coniglio, Stephen",29y 233d,197 (89-1-107 45.43%),110 (0.56),←,
13,"Cumming, Isaac",24y 359d,69 (31-1-37 45.65%),3 (0.04),←,
16,"Daniels, Brent",24y 149d,77 (41-0-36 53.25%),42 (0.55),←,
4,"Greene, Toby",29y 314d,209 (97-2-110 46.89%),317 (1.52),←,
12,"Green, Tom",22y 194d,61 (26-1-34 43.44%),23 (0.38),←,
19,"Haynes, Nick",31y 79d,200 (94-4-102 48.00%),13 (0.06),←,
27,"Himmelberg, Harry",27y 89d,146 (78-2-66 54.11%),160 (1.10),←,
23,"Hogan, Jesse",28y 174d,134 (60-0-74 44.78%),256 (1.91),44 (19-0-25 43.18%),86 (1.95)
39,"Idun, Connor",23y 7d,62 (29-1-32 47.58%),,←,
25,"Keeffe, Lachlan",33y 113d,105 (54-0-51 51.43%),17 (0.16),65 (29-0-36 44.62%),10 (0.15)
22,"Kelly, Josh",28y 174d,192 (100-3-89 52.86%),120 (0.63),←,
38,"Lloyd, Daniel",31y 168d,95 (48-4-43 52.63%),71 (0.75),←,
36,"Perryman, Harry",24y 229d,102 (51-1-50 50.49%),25 (0.25),←,
26,"Riccardi, Jake",23y 271d,44 (20-0-24 45.45%),48 (1.09),←,
15,"Taylor, Sam",24y 92d,88 (47-0-41 53.41%),1 (0.01),←,
8,"Ward, Callan",33y 117d,289 (128-4-157 44.98%),143 (0.49),229 (96-4-129 42.79%),110 (0.48)
6,"Whitfield, Lachie",29y 18d,203 (98-4-101 49.26%),71 (0.35),←,
Totals,Totals,26y 159d,2476 (1196-30-1250 48.30%),1469 (0.59),,
C,"Kingsley, Adam",47y 350d,20 (11-0-9 55.00%),,←,
