Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",6,,2,8,1,1.0,,,,,,,,2.0,,,,,,,,,
18,"Cameron, Leon",16,3,7,23,,2.0,,,,,,,1.0,,1.0,,,,,,,,
16,"Croft, Matthew",4,1,2,6,,,,,,,,,1.0,,,,,,,,,,
3,"Grant, Chris",7,5,5,12,2,1.0,,,,,,,,,,,,,,,,,
1,"Grgic, Ilija",7,4,1,8,3,,,,,,,,,1.0,,,,,,,,,
29,"Griffin, Daryl",5,2,7,12,,,,,,,,,,1.0,,,,,,,,,
6,"Johnson, Brad",10,,1,11,,,,,,,,,1.0,,,,,,,,,,
4,"Kellett, Nigel",3,1,2,5,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
12,"Koster, Kym",3,1,3,6,,,,2.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",17,2,13,30,1,,,6.0,,,,,3.0,3.0,3.0,,,,,,,,
27,"Macpherson, Stephen",8,1,7,15,,,,1.0,,,,,1.0,,,,,,,,,,
13,"Nichol, Andrew",6,2,2,8,,,,,,,,,1.0,,,,,,,,,,
9,"Nicholson, Brad",1,,,1,,,,,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",9,4,1,10,,3.0,,1.0,,,,,1.0,3.0,,,,,,,,,
22,"Quill, Peter",6,1,4,10,1,,,,,,,,,,,,,,,,,,
5,"Smith, Rohan",4,,5,9,,2.0,,,,,,,,,,,,,,,,,
8,"Southern, Daniel",10,3,7,17,,,3.0,,,,,,,2.0,,,,,,,,,
17,"Standfield, Barry",9,5,,9,1,,5.0,2.0,,,,,4.0,4.0,,,,,,,,,
24,"Wallis, Stephen",6,3,3,9,,,,2.0,,,,,,,,,,,,,,,
7,"West, Scott",25,3,6,31,,,,3.0,,,,,2.0,2.0,2.0,,,,,,,,
15,"Wynd, Scott",10,6,4,14,,,12.0,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,47,82,254,10,11.0,20.0,17.0,,,,,16.0,23.0,6.0,,,,,,,,
Opposition,Opposition,171,49,93,264,10,11.0,27.0,27.0,,,,,23.0,16.0,,,,,,,,,
