Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",9,3,2,11,4,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,,89.0
26,"Bradley, Kepler",10,6,4,14,,2.0,,2.0,2.0,3.0,1.0,1.0,1.0,,,4.0,10.0,,3.0,,1.0,1.0,78.0
6,"Broughton, Greg",15,4,5,20,,,,1.0,6.0,3.0,2.0,1.0,,,,2.0,18.0,,,2.0,,,75.0
15,"Crowley, Ryan",3,,3,6,1,,,2.0,1.0,,,3.0,,1.0,,3.0,3.0,,,1.0,1.0,,70.0
40,"de Boer, Matt",4,3,6,10,,,,5.0,,2.0,,4.0,3.0,2.0,,6.0,4.0,1.0,,2.0,,,88.0
41,"Duffield, Paul",12,7,10,22,1,,,6.0,5.0,2.0,2.0,2.0,,,,6.0,15.0,,,1.0,2.0,,81.0
13,"Fyfe, Nat",8,7,6,14,1,,,1.0,,4.0,,1.0,2.0,1.0,,5.0,9.0,1.0,,3.0,,1.0,88.0
4,"Hasleby, Paul",6,5,7,13,1,,,4.0,,2.0,2.0,3.0,1.0,,,6.0,7.0,,2.0,,,,80.0
43,"Hayden, Roger",6,1,5,11,,,,,,1.0,,,,,,6.0,2.0,,,,,,74.0
32,"Hill, Stephen",7,4,13,20,,1.0,,4.0,1.0,4.0,3.0,2.0,,1.0,,13.0,8.0,2.0,,2.0,1.0,,86.0
5,"Ibbotson, Garrick",10,3,6,16,,,,3.0,1.0,1.0,2.0,,1.0,,,6.0,10.0,1.0,,2.0,,,96.0
37,"Johnson, Michael",8,5,10,18,,,1.0,2.0,2.0,,,2.0,,1.0,,7.0,11.0,1.0,,5.0,,,91.0
18,"McPharlin, Luke",9,5,9,18,,1.0,,1.0,4.0,2.0,1.0,,,,,6.0,12.0,2.0,1.0,3.0,,,89.0
9,"McPhee, Adam",11,4,10,21,,1.0,,5.0,1.0,3.0,1.0,4.0,2.0,2.0,,8.0,13.0,,,,,,82.0
2,"Morabito, Anthony",12,2,5,17,,4.0,,1.0,1.0,2.0,6.0,1.0,2.0,,1.0,8.0,9.0,,,2.0,1.0,,81.0
16,"Mundy, David",9,3,10,19,2,,,4.0,,3.0,3.0,1.0,1.0,,,11.0,6.0,1.0,,4.0,,,82.0
10,"Palmer, Rhys",8,4,9,17,1,,1.0,9.0,1.0,3.0,5.0,3.0,2.0,1.0,,9.0,9.0,,,,,,59.0
29,"Pavlich, Matthew",11,7,5,16,,3.0,,6.0,,7.0,,6.0,,4.0,,5.0,12.0,1.0,1.0,1.0,,1.0,88.0
24,"Roberton, Dylan",11,2,5,16,,,,6.0,,4.0,,1.0,2.0,1.0,,4.0,12.0,,,,,,61.0
31,"Sandilands, Aaron",3,3,10,13,,,34.0,2.0,,2.0,4.0,,3.0,,,8.0,5.0,1.0,1.0,,,,82.0
36,"Silvagni, Alex",5,5,5,10,,,1.0,3.0,1.0,3.0,,1.0,,,,2.0,8.0,1.0,,2.0,2.0,,94.0
47,"van Berlo, Jay",6,3,4,10,,1.0,,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,6.0,4.0,,,6.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,86,149,332,11,16.0,37.0,72.0,28.0,54.0,35.0,38.0,23.0,16.0,4.0,136.0,192.0,13.0,10.0,37.0,12.0,3.0,
Opposition,Opposition,203,108,154,357,10,11.0,35.0,77.0,36.0,44.0,37.0,46.0,16.0,23.0,2.0,126.0,229.0,12.0,10.0,46.0,8.0,7.0,
