Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",22y 229d,43 (24-0-19 55.81%),9 (0.21),←,
27,"Ball, Jason",32y 230d,182 (109-0-73 59.89%),157 (0.86),79 (46-0-33 58.23%),43 (0.54)
21,"Barry, Leo",28y 51d,160 (90-0-70 56.25%),50 (0.31),←,
6,"Bolton, Craig",25y 39d,92 (55-0-37 59.78%),17 (0.18),63 (38-0-25 60.32%),7 (0.11)
24,"Bolton, Jude",25y 116d,128 (66-1-61 51.95%),68 (0.53),←,
32,"Buchanan, Amon",22y 272d,37 (20-0-17 54.05%),13 (0.35),←,
28,"Crouch, Jared",27y 126d,171 (90-1-80 52.92%),40 (0.23),←,
2,"Davis, Nick",25y 101d,119 (57-0-62 47.90%),154 (1.29),48 (27-0-21 56.25%),69 (1.44)
26,"Dempster, Sean",21y 170d,11 (7-0-4 63.64%),,←,
12,"Fosdike, Nic",25y 133d,107 (53-1-53 50.00%),50 (0.47),←,
37,"Goodes, Adam",25y 182d,150 (78-1-71 52.33%),158 (1.05),←,
1,"Hall, Barry",28y 151d,168 (78-2-88 47.02%),381 (2.27),80 (44-1-35 55.63%),237 (2.96)
16,"Jolly, Darren",23y 245d,61 (28-0-33 45.90%),16 (0.26),13 (8-0-5 61.54%),5 (0.38)
17,"Kennelly, Tadhg",24y 8d,90 (52-0-38 57.78%),25 (0.28),←,
31,"Kirk, Brett",28y 257d,112 (60-1-51 54.02%),49 (0.44),←,
4,"Mathews, Ben",26y 222d,148 (79-1-68 53.72%),28 (0.19),←,
3,"McVeigh, Jarrad",20y 93d,32 (19-0-13 59.38%),10 (0.31),←,
33,"Moore, Jarred",19y 125d,4 (4-0-0 100.00%),1 (0.25),←,
5,"OKeefe, Ryan",24y 166d,82 (46-0-36 56.10%),85 (1.04),←,
19,"OLoughlin, Michael",28y 139d,211 (118-2-91 56.40%),352 (1.67),←,
30,"Roberts-Thomson, Lewis",21y 304d,37 (23-0-14 62.16%),5 (0.14),←,
10,"Williams, Paul",32y 97d,283 (132-3-148 47.17%),301 (1.06),94 (51-1-42 54.79%),78 (0.83)
Totals,Totals,25y 157d,2428 (1288-13-1127 53.05%),1969 (0.81),,
C,"Roos, Paul",42y 12d,73 (44-0-29 60.27%),,←,
