Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
13,"Acres, Blake",28y 273d,161 (78-3-80 49.38%),55 (0.34),41 (25-1-15 62.20%),18 (0.44)
37,"Boyd, Jordan",25y 288d,32 (19-0-13 59.38%),1 (0.03),←,
5,"Cerra, Adam",24y 273d,124 (59-1-64 47.98%),34 (0.27),48 (27-1-20 57.29%),18 (0.38)
39,"Cincotta, Alex",27y 202d,28 (18-0-10 64.29%),10 (0.36),←,
46,"Cottrell, Matthew",24y 129d,64 (34-0-30 53.13%),33 (0.52),←,
2,"Cowan, Lachlan",19y 218d,17 (11-1-5 67.65%),1 (0.06),←,
9,"Cripps, Patrick",29y 110d,199 (74-2-123 37.69%),109 (0.55),←,
30,"Curnow, Charlie",27y 154d,126 (49-1-76 39.29%),270 (2.14),←,
12,"De Koning, Tom",24y 356d,75 (41-1-33 55.33%),30 (0.40),←,
14,"Fantasia, Orazio",28y 296d,112 (56-1-55 50.45%),148 (1.32),13 (9-0-4 69.23%),7 (0.54)
8,"Fogarty, Lachie",25y 96d,65 (40-0-25 61.54%),21 (0.32),42 (27-0-15 64.29%),15 (0.36)
20,"Hollands, Elijah",22y 72d,28 (14-0-14 50.00%),20 (0.71),14 (9-0-5 64.29%),12 (0.86)
4,"Hollands, Oliver",20y 172d,34 (21-1-12 63.24%),5 (0.15),←,
17,"Kemp, Brodie",23y 66d,37 (25-0-12 67.57%),2 (0.05),←,
7,"Kennedy, Matthew",27y 91d,110 (54-3-53 50.45%),53 (0.48),91 (43-1-47 47.80%),46 (0.51)
11,"McGovern, Mitch",29y 269d,123 (69-2-52 56.91%),109 (0.89),75 (35-1-39 47.33%),42 (0.56)
10,"McKay, Harry",26y 195d,123 (52-1-70 42.68%),242 (1.97),←,
24,"Newman, Nic",31y 173d,126 (70-1-55 55.95%),18 (0.14),95 (50-1-44 53.16%),10 (0.11)
44,"Owies, Matthew",27y 109d,65 (38-1-26 59.23%),77 (1.18),←,
42,"Saad, Adam",29y 349d,188 (86-3-99 46.54%),10 (0.05),79 (43-1-35 55.06%),2 (0.03)
18,"Walsh, Sam",24y 4d,111 (48-0-63 43.24%),42 (0.38),←,
23,"Weitering, Jacob",26y 226d,173 (66-1-106 38.44%),11 (0.06),←,
6,"Williams, Zac",29y 290d,151 (79-0-72 52.32%),46 (0.30),38 (20-0-18 52.63%),19 (0.50)
Totals,Totals,26y 112d,2272 (1101-23-1148 48.46%),1347 (0.59),,
C,"Voss, Michael",48y 365d,172 (80-2-90 47.09%),,63 (37-1-25 59.52%),
