Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",20y 8d,39 (15-1-23 39.74%),42 (1.08),←,
35,"Chapman, Paul",22y 199d,60 (26-1-33 44.17%),59 (0.98),←,
11,"Corey, Joel",22y 95d,70 (30-1-39 43.57%),22 (0.31),←,
44,"Enright, Corey",22y 251d,59 (23-1-35 39.83%),11 (0.19),←,
7,"Graham, Ben",30y 202d,203 (110-2-91 54.68%),119 (0.59),←,
2,"Harley, Tom",25y 309d,100 (49-2-49 50.00%),7 (0.07),99 (48-2-49 49.49%),6 (0.06)
8,"Haynes, David",22y 347d,54 (24-2-28 46.30%),50 (0.93),8 (4-0-4 50.00%),7 (0.88)
41,"Hunt, Josh",22y 69d,23 (12-0-11 52.17%),2 (0.09),←,
9,"Kelly, James",20y 145d,41 (17-1-23 42.68%),21 (0.51),←,
1,"King, Steven",25y 182d,139 (66-1-72 47.84%),65 (0.47),←,
18,"Kingsley, Kent",25y 239d,74 (38-0-36 51.35%),145 (1.96),62 (27-0-35 43.55%),135 (2.18)
45,"Ling, Cameron",23y 85d,74 (34-2-38 47.30%),32 (0.43),←,
4,"Mackie, Andrew",19y 289d,7 (5-0-2 71.43%),6 (0.86),←,
39,"Milburn, Darren",27y 37d,127 (58-0-69 45.67%),51 (0.40),←,
32,"Moloney, Brent",20y 115d,13 (6-1-6 50.00%),3 (0.23),←,
21,"Mooney, Cameron",24y 239d,70 (36-1-33 52.14%),54 (0.77),59 (26-1-32 44.92%),52 (0.88)
22,"Playfair, Henry",21y 121d,15 (7-1-7 50.00%),6 (0.40),←,
15,"Riccardi, Peter",31y 157d,247 (136-3-108 55.67%),259 (1.05),←,
33,"Rooke, Max",22y 155d,39 (14-1-24 37.18%),4 (0.10),←,
30,"Scarlett, Matthew",24y 352d,100 (48-1-51 48.50%),8 (0.08),←,
10,"Tenace, Kane",18y 323d,8 (5-0-3 62.50%),3 (0.38),←,
40,"Wojcinski, David",23y 247d,62 (29-1-32 47.58%),15 (0.24),←,
Totals,Totals,23y 206d,1624 (788-23-813 48.52%),984 (0.61),,
C,"Thompson, Mark",40y 185d,98 (44-2-52 45.92%),,←,
